Time	B2	B3	B4	B5	B6	B7	C2	C3	C4	C5	C6	C7	D2	D3	D4	D5	D6	D7	E2	E3	E4	E5	E6	E7	F2	F3	F4
29:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-4	-3	5	1	13	13	21	28	26	28	45	36	-5	6	-2
29:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	2	3	8	-4	6	3	30	20	26	20	23	28	4	-9	4
30:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	3	2	-1	21	7	22	19	26	27	31	43	38	-8	7	2
30:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-2	-1	-6	-1	0	9	26	21	15	22	36	37	-5	1	4
30:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	1	3	9	-12	5	15	18	18	30	33	38	34	6	-10	4
30:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	3	2	-7	12	18	7	24	34	19	45	37	26	-6	5	2
30:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	5	5	10	2	12	27	33	21	27	24	38	43	0	1	0
30:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-11	11	-11	1	10	10	27	27	32	27	38	38	-7	-2	8
31:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	15	2	5	3	21	16	14	20	28	37	35	34	-5	5	1
31:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	4	-7	5	10	17	20	24	23	26	32	42	38	-6	-6	12
31:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-10	-8	-1	-2	18	11	19	14	2	41	35	30	5	-2	-4
31:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	5	-5	0	-7	6	6	27	20	12	20	27	54	-6	-9	14
31:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-5	-2	-7	1	16	7	8	18	5	18	36	39	-4	-3	7
31:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-1	-9	-1	-3	1	12	20	20	10	33	30	29	-2	1	0
32:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	5	5	-5	-7	18	7	19	26	22	21	38	34	3	-4	0
32:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-3	2	5	-1	12	12	26	17	41	35	30	43	3	-3	-1
32:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-4	0	-4	2	11	16	24	30	7	23	37	33	-6	2	4
32:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	4	10	8	9	11	22	24	15	17	37	34	46	-2	1	0
32:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-3	4	0	-5	11	14	27	28	11	36	38	37	-9	7	1
32:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	0	12	10	3	9	-2	33	28	27	24	50	55	1	-3	2
33:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-8	9	-5	-4	12	8	9	10	12	19	27	37	-5	0	5
33:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	2	-8	5	-1	20	13	17	11	-1	24	34	39	5	0	-6
33:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	8	3	5	2	10	12	23	24	27	33	37	44	-2	-1	3
33:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-8	-1	6	-1	4	28	26	17	25	46	36	43	-3	3	1
33:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	1	1	8	1	17	26	29	25	16	37	43	49	-6	8	-1
33:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	10	7	3	12	28	20	23	20	31	34	49	44	2	-14	11
34:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	8	12	13	9	9	22	24	38	31	36	29	49	-5	5	1
34:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	4	-3	-5	0	17	9	18	17	19	18	38	35	0	-1	0
34:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	9	17	15	8	23	15	25	22	20	33	40	32	4	-4	-1
34:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-1	2	13	-2	22	6	15	19	28	43	37	22	3	3	-5
34:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	4	-3	0	6	14	7	34	27	17	26	44	23	-7	15	-7
34:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	3	-6	7	4	22	22	34	30	23	33	39	57	3	-4	0
35:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	1	6	17	10	16	14	18	9	23	36	44	36	-6	-4	11
35:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	9	5	8	8	14	21	34	38	20	34	33	49	-6	3	3
35:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-4	-15	1	-5	19	9	15	23	17	22	30	41	-3	13	-9
35:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	2	-1	11	2	20	21	28	15	29	33	45	35	-1	-1	3
35:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-3	0	-9	-4	24	9	20	16	12	31	47	42	-11	10	0
35:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-5	4	2	1	26	-2	30	33	28	29	43	37	11	-3	-8
36:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	5	-6	-8	-8	9	14	33	23	22	40	35	37	2	-1	0
36:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	4	-6	19	6	8	20	22	33	36	44	34	39	-9	-1	9
36:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-6	10	3	11	6	9	21	36	14	37	30	41	-3	8	-4
36:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	12	-1	18	4	18	22	30	22	17	31	32	41	-3	1	3
36:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	11	15	7	15	1	21	26	28	18	33	42	33	10	-10	-1
36:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-3	13	14	0	12	1	32	12	17	28	38	35	1	-1	1
37:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-7	1	15	9	7	10	22	25	14	29	32	42	0	4	-5
37:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-5	17	-6	0	10	26	34	34	11	22	35	44	-3	0	4
37:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	2	1	1	-4	9	-8	16	29	12	27	33	36	2	4	-5
37:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	10	12	6	8	29	31	29	18	34	44	31	47	-4	-7	10
37:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-1	-12	-12	-9	5	8	17	10	23	20	40	31	-8	3	4
37:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	12	-9	6	11	16	26	21	17	13	31	29	30	-7	3	5
38:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	8	4	13	2	34	6	45	16	24	37	58	48	1	0	-1
38:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	13	3	4	-2	7	24	26	28	26	24	50	47	-3	-7	11
38:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	0	10	17	8	11	16	28	28	21	32	53	55	-3	3	1
38:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	1	-6	12	-6	27	17	34	19	12	36	31	44	-4	0	5
38:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-5	8	2	-1	15	14	28	19	36	29	31	50	1	1	-2
38:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	16	6	4	-10	13	14	31	20	27	20	35	46	4	-4	-1
39:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-8	-1	11	12	15	12	16	35	28	20	33	51	3	0	-2
39:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-5	4	-2	-4	10	7	17	9	18	32	50	28	5	-3	-1
39:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	23	0	11	20	25	14	43	30	34	23	42	45	-2	-5	6
39:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-8	-3	-3	2	-2	13	19	13	10	20	42	44	-12	9	3
39:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	0	7	8	-4	8	15	19	15	18	25	36	39	1	5	-7
39:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	2	6	12	7	10	19	27	23	26	27	26	40	-6	2	4
40:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-1	4	3	5	15	18	36	17	10	23	51	30	-4	0	3
40:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	4	8	20	16	19	16	30	37	20	28	44	52	-4	-4	9
40:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	10	-3	10	7	8	16	37	31	46	39	44	44	-11	11	0
40:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-3	7	9	12	16	12	31	30	23	36	35	34	5	2	-8
40:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-1	4	6	3	6	22	34	19	34	30	37	44	-6	0	5
40:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	5	13	20	2	18	18	28	22	27	40	56	51	1	-7	6
41:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	0	-1	-1	8	9	3	25	13	6	40	23	28	-6	13	-6
41:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	0	3	-6	15	21	14	21	7	14	19	37	30	2	8	-9
41:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	0	9	3	21	15	24	39	34	28	33	51	43	-3	7	-4
41:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	2	-13	-4	6	19	-4	16	26	8	29	36	44	-4	10	-7
41:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	14	6	-2	-1	21	16	33	27	21	22	42	45	-4	3	1
41:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	13	7	-7	14	26	10	36	28	19	31	23	38	0	-6	7
42:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	4	-2	1	0	-1	14	6	10	24	36	31	38	-1	3	-2
42:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-11	-10	-8	0	4	14	22	14	11	33	30	23	1	-3	1
42:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	11	9	20	21	11	20	14	28	20	35	51	38	-5	0	4
42:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-3	10	3	10	15	8	34	16	14	35	44	39	-2	4	-1
42:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-10	0	5	5	-2	14	19	20	17	35	35	37	-1	3	-1
42:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-9	6	5	11	16	17	14	38	24	29	37	50	-4	0	4
43:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	0	-18	0	-10	0	13	8	19	24	34	22	40	-1	-1	1
43:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-13	-7	-15	0	3	11	21	4	3	38	37	36	8	-4	-5
43:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	1	7	3	10	16	9	30	24	25	35	53	40	4	0	-5
43:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	4	2	16	7	13	12	31	32	29	38	60	48	1	-2	1
43:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-6	-9	-14	-2	18	1	25	23	14	34	49	50	-2	-3	5
43:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-7	-14	-1	-2	11	0	12	22	14	25	36	40	-1	2	-2
44:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	6	-4	-6	-11	22	19	28	14	21	22	27	45	-8	6	2
44:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-4	0	3	9	8	13	23	24	17	21	46	36	9	-3	-6
44:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	6	2	11	1	7	7	24	28	23	37	36	40	-3	-1	3
44:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	1	11	12	12	18	6	12	33	12	40	52	42	-2	-1	4
44:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	2	15	13	4	29	14	31	32	24	32	45	45	1	1	-1
44:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	1	-7	-2	-8	15	13	20	23	30	41	33	37	-2	3	0
45:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	1	9	6	6	10	7	23	11	15	29	32	41	-7	-2	9
45:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	14	22	-2	14	14	20	35	29	33	38	41	34	-8	9	-1
45:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-7	3	4	3	2	8	19	21	19	42	45	27	1	3	-4
45:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-7	8	16	-10	5	8	26	31	21	31	33	47	0	-1	2
45:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	1	12	9	-15	15	-2	31	13	16	43	38	51	-2	2	0
45:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-4	7	-3	2	-3	10	28	21	23	32	37	41	3	-1	-1
46:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	18	8	6	2	17	15	30	38	34	36	51	52	-3	3	0
46:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	2	0	-8	-6	8	1	21	18	20	27	26	44	-5	2	4
46:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-5	6	-12	-6	13	3	22	19	28	27	26	39	-2	2	0
46:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	6	-10	14	2	16	11	23	16	10	41	28	36	-1	-10	10
46:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	9	9	-8	15	30	14	31	28	17	51	36	44	-6	6	-1
46:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	13	22	23	15	13	7	34	26	25	43	43	26	0	-8	8
47:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-6	4	3	1	14	2	21	33	22	27	48	40	-1	-1	2
47:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-2	-4	7	1	-7	9	15	18	13	27	38	25	-7	10	-2
47:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	5	-7	17	5	15	16	32	24	25	42	50	39	3	-12	9
47:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	0	0	10	0	-1	20	17	19	25	23	46	49	-5	5	-1
47:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	4	1	30	11	9	16	38	25	23	33	53	49	1	1	-1
47:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-1	3	-7	6	17	12	28	39	10	20	41	45	2	-6	4
48:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	13	15	-4	8	15	19	32	34	37	38	43	55	-7	2	4
48:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	16	4	18	6	13	16	36	33	31	29	35	45	-6	6	0
48:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	0	9	11	11	15	0	40	34	16	29	39	33	-6	5	0
48:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	6	-3	9	4	18	6	22	9	22	28	33	32	-4	2	2
48:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-4	-1	-9	-11	5	12	23	14	22	26	44	33	-2	4	-1
48:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	1	1	-3	0	2	7	20	22	19	36	32	35	-16	15	2
49:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-4	-2	9	2	22	2	30	26	26	21	50	47	-12	-2	14
49:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	8	8	7	3	19	19	27	32	29	51	48	53	-10	1	9
49:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	5	-3	3	5	6	13	35	37	28	35	50	43	3	-3	-1
49:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-3	16	-3	-11	-4	9	29	18	22	48	42	50	-1	-7	8
49:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	7	7	1	-5	26	19	24	23	10	31	43	34	-2	4	-3
49:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	2	0	4	9	6	-4	20	10	17	28	29	44	-4	-3	7
50:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	1	3	-5	2	11	0	32	18	33	39	31	38	-10	3	6
50:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-4	-7	6	9	18	16	24	11	21	25	52	48	-4	3	2
50:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-3	7	-4	18	14	12	15	25	26	29	44	46	-9	3	6
50:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-1	11	3	-4	22	27	24	32	18	30	49	44	3	5	-8
50:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	14	-4	8	-7	8	4	26	18	23	32	35	31	4	-2	-3
50:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	10	5	8	0	8	9	24	30	31	43	57	52	0	5	-4
51:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	6	4	-7	2	18	4	31	28	17	21	42	32	7	-3	-3
51:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	9	7	4	19	25	21	36	40	24	45	42	50	-4	4	-1
51:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	9	4	4	4	21	10	26	34	12	45	41	33	-1	-5	7
51:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-5	2	9	12	19	7	27	32	31	38	40	44	-1	2	-1
51:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	9	11	6	9	12	23	42	10	12	34	50	30	2	-2	1
51:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-2	4	-7	1	8	5	14	13	23	19	22	34	-5	1	4
52:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	4	11	-6	-2	10	4	31	30	16	38	42	28	-3	2	2
52:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	12	10	3	8	11	19	29	24	5	39	38	40	-4	2	2
52:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	15	12	3	12	9	14	26	40	29	34	50	62	-6	10	-5
52:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-1	3	2	-5	12	4	29	11	29	45	42	38	2	-1	-1
52:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	6	17	16	12	27	20	32	36	31	39	49	48	-4	1	4
52:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	14	0	4	9	27	11	19	25	27	37	55	35	9	2	-10
53:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	0	8	0	-9	19	4	23	16	26	14	39	30	6	0	-7
53:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-3	-20	-2	-6	22	12	31	35	33	38	35	41	-3	-6	10
53:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	4	1	4	-6	14	19	19	13	27	44	34	45	0	0	0
53:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	12	6	18	16	20	23	26	38	28	36	60	40	2	-4	2
53:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	9	3	8	-2	15	15	27	24	33	30	33	46	-3	2	0
53:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	4	4	7	11	-2	19	23	24	17	29	39	51	9	-11	3
54:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-5	8	3	7	8	15	28	22	23	34	62	35	5	3	-8
54:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	7	12	27	8	27	25	36	27	16	57	42	47	5	3	-8
54:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-2	-4	2	-11	9	4	24	15	0	27	33	48	-3	-1	3
54:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	4	16	9	12	21	8	43	39	39	41	56	45	-2	-1	2
54:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	1	0	7	-2	18	15	32	13	17	32	39	33	-7	-7	13
54:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	7	15	11	1	28	18	31	33	27	46	42	35	-6	13	-7
55:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-1	-1	17	2	16	1	22	21	42	43	49	33	4	-6	2
55:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	2	2	13	8	8	18	39	39	29	44	34	61	2	-5	4
55:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	3	8	16	15	22	17	23	28	33	40	47	54	5	-6	2
55:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-8	3	6	-8	-2	5	33	18	18	38	55	39	-6	0	5
55:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-1	-1	-8	8	-1	2	26	19	20	40	33	33	0	6	-5
55:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-1	-2	10	20	19	17	18	22	20	34	43	45	0	1	-1
56:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-19	7	-2	10	8	-7	29	30	8	28	34	47	4	-4	-1
56:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	1	-2	4	-2	23	3	15	18	30	21	38	50	-8	0	7
56:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	17	21	7	4	11	11	30	15	31	46	58	44	-8	-4	11
56:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	10	19	9	8	21	10	35	26	20	40	43	44	-3	3	0
56:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	7	7	-2	6	22	24	37	36	19	48	43	38	0	-5	5
56:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	11	10	3	-8	15	21	28	25	31	37	54	46	5	-1	-4
57:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	1	8	5	7	35	19	35	51	32	35	53	45	-4	0	3
57:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	3	10	2	6	23	27	28	42	26	35	48	52	-3	-4	7
57:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-5	0	7	-16	26	17	22	26	17	35	33	33	0	-10	10
57:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	0	8	-4	-4	2	14	10	10	16	27	40	30	-1	-7	7
57:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	20	11	20	11	4	10	26	37	27	34	49	49	-4	3	1
57:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-6	6	0	-13	-5	-9	15	21	17	36	44	25	-1	-5	7
58:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	7	-2	11	11	16	13	29	29	28	35	54	33	-1	4	-3
58:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	2	-1	-8	-13	21	18	13	21	9	27	42	37	4	1	-4
58:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	7	-1	13	2	16	9	35	10	21	29	42	60	-4	6	-2
58:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-2	-5	-4	-11	34	29	18	20	33	28	46	46	-7	8	-2
58:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-6	-4	6	3	17	-1	12	16	41	42	47	32	9	-10	0
58:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-7	6	3	4	11	10	16	27	27	25	44	51	10	-10	-1
59:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	16	0	-11	2	21	5	25	23	20	28	51	43	0	2	-3
59:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-4	10	11	6	18	16	11	28	40	33	51	38	6	-5	0
59:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	5	14	0	-10	24	14	13	21	24	29	53	58	6	0	-5
59:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	0	6	12	15	21	15	29	45	32	40	36	39	-1	2	-1
59:48:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-12	0	5	2	10	7	14	24	25	32	26	29	-11	-1	11
59:58:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	6	-2	5	3	21	10	37	19	30	37	41	48	6	-6	1
60:08:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	20	1	7	17	21	16	26	23	31	44	48	34	3	-2	-1
60:18:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	8	3	-1	-2	28	14	27	19	30	43	43	52	-5	0	6
60:28:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	3	9	-7	10	1	14	19	30	7	40	47	41	0	-4	5
60:38:17	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	?????	-5	3	0	2	27	26	21	30	25	42	35	37	-1	-5	6
