time,OD,well,strain,carbon_source
52:59:10,1.0258,E2,at,48
53:29:10,1.0205,E2,at,48
53:59:10,1.0178,E2,at,48
54:29:10,1.0113,E2,at,48
54:59:10,1.0079,E2,at,48
55:29:10,1.0084,E2,at,48
55:59:10,1.0054,E2,at,48
56:29:10,1.0051,E2,at,48
56:59:10,1.0007,E2,at,48
57:29:10,0.9992,E2,at,48
57:59:10,0.9993,E2,at,48
58:29:10,0.9958,E2,at,48
58:59:10,0.99,E2,at,48
59:29:10,0.9895,E2,at,48
59:59:10,0.9842,E2,at,48
60:29:10,0.9825,E2,at,48
60:59:10,0.9826,E2,at,48
61:29:10,0.9783,E2,at,48
61:59:10,0.9743,E2,at,48
62:29:10,0.9715,E2,at,48
62:59:10,0.9683,E2,at,48
63:29:10,0.9647,E2,at,48
63:59:10,0.9622,E2,at,48
64:29:10,0.9564,E2,at,48
64:59:10,0.9571,E2,at,48
65:29:10,0.9551,E2,at,48
65:59:10,0.9533,E2,at,48
66:29:10,0.9489,E2,at,48
66:59:10,0.9467,E2,at,48
67:29:10,0.9452,E2,at,48
67:59:10,0.9394,E2,at,48
68:29:10,0.9372,E2,at,48
68:59:10,0.9351,E2,at,48
69:29:10,0.9345,E2,at,48
69:59:10,0.9339,E2,at,48
70:29:10,0.9331,E2,at,48
70:59:10,0.9297,E2,at,48
71:29:10,0.9266,E2,at,48
71:59:10,0.924,E2,at,48
72:29:10,0.9177,E2,at,48
72:59:10,0.9177,E2,at,48
73:29:10,0.9164,E2,at,48
73:59:10,0.9189,E2,at,48
74:29:10,0.9108,E2,at,48
74:59:10,0.9103,E2,at,48
75:29:10,0.9075,E2,at,48
Unnamed: 152,,E2,at,48
0:29:10,0.092,E2,oa,48
0:59:10,0.093,E2,oa,48
1:29:10,0.093,E2,oa,48
1:59:10,0.091,E2,oa,48
2:29:10,0.091,E2,oa,48
2:59:10,0.09,E2,oa,48
3:29:10,0.091,E2,oa,48
3:59:10,0.09,E2,oa,48
4:29:10,0.092,E2,oa,48
4:59:10,0.093,E2,oa,48
5:29:10,0.095,E2,oa,48
5:59:10,0.094,E2,oa,48
6:29:10,0.096,E2,oa,48
6:59:10,0.097,E2,oa,48
7:29:10,0.098,E2,oa,48
7:59:10,0.098,E2,oa,48
8:29:10,0.097,E2,oa,48
8:59:10,0.1,E2,oa,48
9:29:10,0.095,E2,oa,48
9:59:10,0.1,E2,oa,48
10:29:10,0.097,E2,oa,48
10:59:10,0.098,E2,oa,48
11:29:10,0.1,E2,oa,48
11:59:10,0.101,E2,oa,48
12:29:10,0.104,E2,oa,48
12:59:10,0.106,E2,oa,48
13:29:10,0.11,E2,oa,48
13:59:10,0.114,E2,oa,48
14:29:10,0.119,E2,oa,48
14:59:10,0.124,E2,oa,48
15:29:10,0.126,E2,oa,48
15:59:10,0.129,E2,oa,48
16:29:10,0.132,E2,oa,48
16:59:10,0.136,E2,oa,48
17:29:10,0.14,E2,oa,48
17:59:10,0.143,E2,oa,48
18:29:10,0.146,E2,oa,48
18:59:10,0.15,E2,oa,48
19:29:10,0.154,E2,oa,48
19:59:10,0.159,E2,oa,48
20:29:10,0.164,E2,oa,48
20:59:10,0.168,E2,oa,48
21:29:10,0.173,E2,oa,48
21:59:10,0.177,E2,oa,48
22:29:10,0.182,E2,oa,48
22:59:10,0.188,E2,oa,48
23:29:10,0.194,E2,oa,48
23:59:10,0.2,E2,oa,48
24:29:10,0.206,E2,oa,48
24:59:10,0.213,E2,oa,48
25:29:10,0.22,E2,oa,48
25:59:10,0.227,E2,oa,48
26:29:10,0.236,E2,oa,48
26:59:10,0.244,E2,oa,48
27:29:10,0.253,E2,oa,48
27:59:10,0.262,E2,oa,48
28:29:10,0.273,E2,oa,48
28:59:10,0.282,E2,oa,48
29:29:10,0.298,E2,oa,48
29:59:10,0.307,E2,oa,48
30:29:10,0.319,E2,oa,48
30:59:10,0.329,E2,oa,48
31:29:10,0.34,E2,oa,48
31:59:10,0.353,E2,oa,48
32:29:10,0.366,E2,oa,48
32:59:10,0.378,E2,oa,48
33:29:10,0.385,E2,oa,48
33:59:10,0.396,E2,oa,48
34:29:10,0.408,E2,oa,48
34:59:10,0.417,E2,oa,48
35:29:10,0.428,E2,oa,48
35:59:10,0.438,E2,oa,48
36:29:10,0.448,E2,oa,48
36:59:10,0.457,E2,oa,48
37:29:10,0.464,E2,oa,48
37:59:10,0.465,E2,oa,48
38:29:10,0.469,E2,oa,48
38:59:10,0.474,E2,oa,48
39:29:10,0.482,E2,oa,48
39:59:10,0.482,E2,oa,48
40:29:10,0.479,E2,oa,48
40:59:10,0.474,E2,oa,48
41:29:10,0.483,E2,oa,48
41:59:10,0.497,E2,oa,48
42:29:10,0.489,E2,oa,48
42:59:10,0.495,E2,oa,48
43:29:10,0.507,E2,oa,48
43:59:10,0.516,E2,oa,48
44:29:10,0.534,E2,oa,48
44:59:10,0.544,E2,oa,48
45:29:10,0.56,E2,oa,48
45:59:10,0.568,E2,oa,48
46:29:10,0.588,E2,oa,48
46:59:10,0.606,E2,oa,48
47:29:10,0.625,E2,oa,48
47:59:10,0.645,E2,oa,48
48:29:10,0.665,E2,oa,48
48:59:10,0.676,E2,oa,48
49:29:10,0.697,E2,oa,48
49:59:10,0.73,E2,oa,48
50:29:10,0.749,E2,oa,48
50:59:10,0.778,E2,oa,48
51:29:10,0.794,E2,oa,48
51:59:10,0.822,E2,oa,48
52:29:10,0.858,E2,oa,48
52:59:10,0.883,E2,oa,48
53:29:10,0.924,E2,oa,48
53:59:10,0.953,E2,oa,48
54:29:10,0.975,E2,oa,48
54:59:10,0.973,E2,oa,48
55:29:10,0.985,E2,oa,48
55:59:10,0.98,E2,oa,48
56:29:10,0.986,E2,oa,48
56:59:10,0.992,E2,oa,48
57:29:10,1.007,E2,oa,48
57:59:10,1.001,E2,oa,48
58:29:10,1.018,E2,oa,48
58:59:10,1.022,E2,oa,48
59:29:10,1.021,E2,oa,48
59:59:10,1.032,E2,oa,48
60:29:10,1.03,E2,oa,48
60:59:10,1.012,E2,oa,48
61:29:10,1.023,E2,oa,48
61:59:10,1.031,E2,oa,48
62:29:10,1.034,E2,oa,48
62:59:10,1.049,E2,oa,48
63:29:10,1.053,E2,oa,48
63:59:10,1.058,E2,oa,48
64:29:10,1.063,E2,oa,48
64:59:10,1.064,E2,oa,48
65:29:10,1.053,E2,oa,48
65:59:10,1.054,E2,oa,48
66:29:10,1.058,E2,oa,48
66:59:10,1.068,E2,oa,48
67:29:10,1.072,E2,oa,48
67:59:10,1.083,E2,oa,48
68:29:10,1.097,E2,oa,48
68:59:10,1.097,E2,oa,48
69:29:10,1.103,E2,oa,48
69:59:10,1.109,E2,oa,48
70:29:10,1.11,E2,oa,48
70:59:10,1.124,E2,oa,48
71:29:10,1.132,E2,oa,48
71:59:10,1.136,E2,oa,48
72:29:10,1.138,E2,oa,48
72:59:10,1.138,E2,oa,48
73:29:10,1.136,E2,oa,48
73:59:10,1.134,E2,oa,48
74:29:10,1.143,E2,oa,48
74:59:10,1.151,E2,oa,48
75:29:10,1.141,E2,oa,48
0:29:10,0.106,E3,at,48
0:59:10,0.1059,E3,at,48
1:29:10,0.1041,E3,at,48
1:59:10,0.1046,E3,at,48
2:29:10,0.1066,E3,at,48
2:59:10,0.1103,E3,at,48
3:29:10,0.1137,E3,at,48
3:59:10,0.1288,E3,at,48
4:29:10,0.1475,E3,at,48
4:59:10,0.1701,E3,at,48
5:29:10,0.1972,E3,at,48
5:59:10,0.2289,E3,at,48
6:29:10,0.2466,E3,at,48
6:59:10,0.2874,E3,at,48
7:29:10,0.3024,E3,at,48
7:59:10,0.3288,E3,at,48
8:29:10,0.3344,E3,at,48
8:59:10,0.3321,E3,at,48
9:29:10,0.3456,E3,at,48
9:59:10,0.3831,E3,at,48
10:29:10,0.3898,E3,at,48
10:59:10,0.4196,E3,at,48
11:29:10,0.45,E3,at,48
11:59:10,0.4816,E3,at,48
12:29:10,0.5135,E3,at,48
12:59:10,0.5454,E3,at,48
13:29:10,0.5916,E3,at,48
13:59:10,0.6058,E3,at,48
14:29:10,0.6351,E3,at,48
14:59:10,0.6586,E3,at,48
15:29:10,0.6972,E3,at,48
15:59:10,0.7311,E3,at,48
16:29:10,0.7436,E3,at,48
16:59:10,0.761,E3,at,48
17:29:10,0.7754,E3,at,48
17:59:10,0.7802,E3,at,48
18:29:10,0.8083,E3,at,48
18:59:10,0.8206,E3,at,48
19:29:10,0.8398,E3,at,48
19:59:10,0.8511,E3,at,48
20:29:10,0.8703,E3,at,48
20:59:10,0.8885,E3,at,48
21:29:10,0.8852,E3,at,48
21:59:10,0.9127,E3,at,48
22:29:10,0.9135,E3,at,48
22:59:10,0.9228,E3,at,48
23:29:10,0.9363,E3,at,48
23:59:10,0.9374,E3,at,48
24:29:10,0.9493,E3,at,48
24:59:10,0.9787,E3,at,48
25:29:10,0.9688,E3,at,48
25:59:10,0.9837,E3,at,48
26:29:10,0.9904,E3,at,48
26:59:10,0.9926,E3,at,48
27:29:10,1.0017,E3,at,48
27:59:10,1.0117,E3,at,48
28:29:10,1.0182,E3,at,48
28:59:10,1.0283,E3,at,48
29:29:10,1.0423,E3,at,48
29:59:10,1.0431,E3,at,48
30:29:10,1.0513,E3,at,48
30:59:10,1.052,E3,at,48
31:29:10,1.0659,E3,at,48
31:59:10,1.0757,E3,at,48
32:29:10,1.0726,E3,at,48
32:59:10,1.081,E3,at,48
33:29:10,1.0923,E3,at,48
33:59:10,1.0998,E3,at,48
34:29:10,1.1035,E3,at,48
34:59:10,1.1083,E3,at,48
35:29:10,1.116,E3,at,48
35:59:10,1.1391,E3,at,48
36:29:10,1.1126,E3,at,48
36:59:10,1.11,E3,at,48
37:29:10,1.1039,E3,at,48
37:59:10,1.0956,E3,at,48
38:29:10,1.0956,E3,at,48
38:59:10,1.0971,E3,at,48
39:29:10,1.1017,E3,at,48
39:59:10,1.1065,E3,at,48
40:29:10,1.1067,E3,at,48
40:59:10,1.1083,E3,at,48
41:29:10,1.1083,E3,at,48
41:59:10,1.0947,E3,at,48
42:29:10,1.0881,E3,at,48
42:59:10,1.0804,E3,at,48
43:29:10,1.0723,E3,at,48
43:59:10,1.0659,E3,at,48
44:29:10,1.0577,E3,at,48
44:59:10,1.0508,E3,at,48
45:29:10,1.0506,E3,at,48
45:59:10,1.0353,E3,at,48
46:29:10,1.0347,E3,at,48
46:59:10,1.0304,E3,at,48
47:29:10,1.0255,E3,at,48
47:59:10,1.0226,E3,at,48
48:29:10,1.0228,E3,at,48
48:59:10,1.0128,E3,at,48
49:29:10,1.006,E3,at,48
49:59:10,1.0009,E3,at,48
50:29:10,1.0014,E3,at,48
50:59:10,0.9962,E3,at,48
51:29:10,0.9971,E3,at,48
51:59:10,0.987,E3,at,48
52:29:10,0.9904,E3,at,48
52:59:10,0.9877,E3,at,48
53:29:10,0.9825,E3,at,48
53:59:10,0.9802,E3,at,48
54:29:10,0.9719,E3,at,48
54:59:10,0.9694,E3,at,48
55:29:10,0.9703,E3,at,48
55:59:10,0.9673,E3,at,48
56:29:10,0.9664,E3,at,48
56:59:10,0.9632,E3,at,48
57:29:10,0.9625,E3,at,48
57:59:10,0.9614,E3,at,48
58:29:10,0.958,E3,at,48
58:59:10,0.9529,E3,at,48
59:29:10,0.9539,E3,at,48
59:59:10,0.9464,E3,at,48
60:29:10,0.9445,E3,at,48
60:59:10,0.9449,E3,at,48
61:29:10,0.943,E3,at,48
61:59:10,0.9376,E3,at,48
62:29:10,0.9339,E3,at,48
62:59:10,0.9313,E3,at,48
63:29:10,0.929,E3,at,48
63:59:10,0.9254,E3,at,48
64:29:10,0.9216,E3,at,48
64:59:10,0.9229,E3,at,48
65:29:10,0.9206,E3,at,48
65:59:10,0.9189,E3,at,48
66:29:10,0.9133,E3,at,48
66:59:10,0.9106,E3,at,48
67:29:10,0.9098,E3,at,48
67:59:10,0.9037,E3,at,48
68:29:10,0.9027,E3,at,48
68:59:10,0.9016,E3,at,48
69:29:10,0.8991,E3,at,48
69:59:10,0.8984,E3,at,48
70:29:10,0.8991,E3,at,48
70:59:10,0.8955,E3,at,48
71:29:10,0.8927,E3,at,48
71:59:10,0.8901,E3,at,48
72:29:10,0.8851,E3,at,48
72:59:10,0.8843,E3,at,48
73:29:10,0.8826,E3,at,48
73:59:10,0.886,E3,at,48
74:29:10,0.8775,E3,at,48
74:59:10,0.8776,E3,at,48
75:29:10,0.8738,E3,at,48
Unnamed: 152,,E3,at,48
0:29:10,0.089,E3,oa,48
0:59:10,0.09,E3,oa,48
1:29:10,0.089,E3,oa,48
1:59:10,0.088,E3,oa,48
2:29:10,0.088,E3,oa,48
2:59:10,0.087,E3,oa,48
3:29:10,0.088,E3,oa,48
3:59:10,0.087,E3,oa,48
4:29:10,0.09,E3,oa,48
4:59:10,0.091,E3,oa,48
5:29:10,0.093,E3,oa,48
5:59:10,0.093,E3,oa,48
6:29:10,0.095,E3,oa,48
6:59:10,0.095,E3,oa,48
7:29:10,0.097,E3,oa,48
7:59:10,0.096,E3,oa,48
8:29:10,0.097,E3,oa,48
8:59:10,0.098,E3,oa,48
9:29:10,0.098,E3,oa,48
9:59:10,0.097,E3,oa,48
10:29:10,0.1,E3,oa,48
10:59:10,0.099,E3,oa,48
11:29:10,0.096,E3,oa,48
11:59:10,0.097,E3,oa,48
12:29:10,0.1,E3,oa,48
12:59:10,0.101,E3,oa,48
13:29:10,0.104,E3,oa,48
13:59:10,0.107,E3,oa,48
14:29:10,0.111,E3,oa,48
14:59:10,0.117,E3,oa,48
15:29:10,0.119,E3,oa,48
15:59:10,0.122,E3,oa,48
16:29:10,0.125,E3,oa,48
16:59:10,0.128,E3,oa,48
17:29:10,0.132,E3,oa,48
17:59:10,0.136,E3,oa,48
18:29:10,0.138,E3,oa,48
18:59:10,0.142,E3,oa,48
19:29:10,0.146,E3,oa,48
19:59:10,0.15,E3,oa,48
20:29:10,0.154,E3,oa,48
20:59:10,0.159,E3,oa,48
21:29:10,0.163,E3,oa,48
21:59:10,0.167,E3,oa,48
22:29:10,0.171,E3,oa,48
22:59:10,0.176,E3,oa,48
23:29:10,0.181,E3,oa,48
23:59:10,0.187,E3,oa,48
24:29:10,0.192,E3,oa,48
24:59:10,0.198,E3,oa,48
25:29:10,0.205,E3,oa,48
25:59:10,0.211,E3,oa,48
26:29:10,0.22,E3,oa,48
26:59:10,0.227,E3,oa,48
27:29:10,0.235,E3,oa,48
27:59:10,0.244,E3,oa,48
28:29:10,0.255,E3,oa,48
28:59:10,0.263,E3,oa,48
29:29:10,0.276,E3,oa,48
29:59:10,0.286,E3,oa,48
30:29:10,0.297,E3,oa,48
30:59:10,0.307,E3,oa,48
31:29:10,0.319,E3,oa,48
31:59:10,0.332,E3,oa,48
32:29:10,0.343,E3,oa,48
32:59:10,0.354,E3,oa,48
33:29:10,0.362,E3,oa,48
33:59:10,0.373,E3,oa,48
34:29:10,0.385,E3,oa,48
34:59:10,0.397,E3,oa,48
35:29:10,0.407,E3,oa,48
35:59:10,0.418,E3,oa,48
36:29:10,0.427,E3,oa,48
36:59:10,0.437,E3,oa,48
37:29:10,0.445,E3,oa,48
37:59:10,0.446,E3,oa,48
38:29:10,0.453,E3,oa,48
38:59:10,0.458,E3,oa,48
39:29:10,0.463,E3,oa,48
39:59:10,0.463,E3,oa,48
40:29:10,0.458,E3,oa,48
40:59:10,0.451,E3,oa,48
41:29:10,0.457,E3,oa,48
41:59:10,0.467,E3,oa,48
42:29:10,0.456,E3,oa,48
42:59:10,0.459,E3,oa,48
43:29:10,0.476,E3,oa,48
43:59:10,0.486,E3,oa,48
44:29:10,0.501,E3,oa,48
44:59:10,0.508,E3,oa,48
45:29:10,0.524,E3,oa,48
45:59:10,0.533,E3,oa,48
46:29:10,0.549,E3,oa,48
46:59:10,0.565,E3,oa,48
47:29:10,0.583,E3,oa,48
47:59:10,0.603,E3,oa,48
48:29:10,0.621,E3,oa,48
48:59:10,0.627,E3,oa,48
49:29:10,0.647,E3,oa,48
49:59:10,0.685,E3,oa,48
50:29:10,0.697,E3,oa,48
50:59:10,0.733,E3,oa,48
51:29:10,0.743,E3,oa,48
51:59:10,0.771,E3,oa,48
52:29:10,0.798,E3,oa,48
52:59:10,0.811,E3,oa,48
53:29:10,0.849,E3,oa,48
53:59:10,0.883,E3,oa,48
54:29:10,0.915,E3,oa,48
54:59:10,0.933,E3,oa,48
55:29:10,0.954,E3,oa,48
55:59:10,0.962,E3,oa,48
56:29:10,0.969,E3,oa,48
56:59:10,0.981,E3,oa,48
57:29:10,0.992,E3,oa,48
57:59:10,0.988,E3,oa,48
58:29:10,1.008,E3,oa,48
58:59:10,1.017,E3,oa,48
59:29:10,1.02,E3,oa,48
59:59:10,1.032,E3,oa,48
60:29:10,1.033,E3,oa,48
60:59:10,1.017,E3,oa,48
61:29:10,1.029,E3,oa,48
61:59:10,1.036,E3,oa,48
62:29:10,1.037,E3,oa,48
62:59:10,1.051,E3,oa,48
63:29:10,1.06,E3,oa,48
63:59:10,1.068,E3,oa,48
64:29:10,1.069,E3,oa,48
64:59:10,1.072,E3,oa,48
65:29:10,1.07,E3,oa,48
65:59:10,1.063,E3,oa,48
66:29:10,1.069,E3,oa,48
66:59:10,1.075,E3,oa,48
67:29:10,1.082,E3,oa,48
67:59:10,1.092,E3,oa,48
68:29:10,1.107,E3,oa,48
68:59:10,1.113,E3,oa,48
69:29:10,1.117,E3,oa,48
69:59:10,1.124,E3,oa,48
70:29:10,1.124,E3,oa,48
70:59:10,1.135,E3,oa,48
71:29:10,1.144,E3,oa,48
71:59:10,1.159,E3,oa,48
72:29:10,1.157,E3,oa,48
72:59:10,1.156,E3,oa,48
73:29:10,1.151,E3,oa,48
73:59:10,1.148,E3,oa,48
74:29:10,1.166,E3,oa,48
74:59:10,1.174,E3,oa,48
75:29:10,1.158,E3,oa,48
0:29:10,0.1046,E4,at,51
0:59:10,0.1048,E4,at,51
1:29:10,0.1025,E4,at,51
1:59:10,0.1006,E4,at,51
2:29:10,0.0999,E4,at,51
2:59:10,0.1001,E4,at,51
3:29:10,0.0998,E4,at,51
3:59:10,0.1005,E4,at,51
4:29:10,0.1029,E4,at,51
4:59:10,0.1041,E4,at,51
5:29:10,0.1046,E4,at,51
5:59:10,0.1053,E4,at,51
6:29:10,0.1068,E4,at,51
6:59:10,0.1126,E4,at,51
7:29:10,0.118,E4,at,51
7:59:10,0.1238,E4,at,51
8:29:10,0.13,E4,at,51
8:59:10,0.1428,E4,at,51
9:29:10,0.1633,E4,at,51
9:59:10,0.171,E4,at,51
10:29:10,0.1866,E4,at,51
10:59:10,0.1928,E4,at,51
11:29:10,0.206,E4,at,51
11:59:10,0.2104,E4,at,51
12:29:10,0.215,E4,at,51
12:59:10,0.2307,E4,at,51
13:29:10,0.245,E4,at,51
13:59:10,0.2418,E4,at,51
14:29:10,0.262,E4,at,51
14:59:10,0.2603,E4,at,51
15:29:10,0.2451,E4,at,51
15:59:10,0.2555,E4,at,51
16:29:10,0.2904,E4,at,51
16:59:10,0.2704,E4,at,51
17:29:10,0.265,E4,at,51
17:59:10,0.285,E4,at,51
18:29:10,0.288,E4,at,51
18:59:10,0.2982,E4,at,51
19:29:10,0.3212,E4,at,51
19:59:10,0.3242,E4,at,51
20:29:10,0.3263,E4,at,51
20:59:10,0.3235,E4,at,51
21:29:10,0.3481,E4,at,51
21:59:10,0.3673,E4,at,51
22:29:10,0.3914,E4,at,51
22:59:10,0.4143,E4,at,51
23:29:10,0.4365,E4,at,51
23:59:10,0.4571,E4,at,51
24:29:10,0.4757,E4,at,51
24:59:10,0.4892,E4,at,51
25:29:10,0.5264,E4,at,51
25:59:10,0.5317,E4,at,51
26:29:10,0.563,E4,at,51
26:59:10,0.6028,E4,at,51
27:29:10,0.604,E4,at,51
27:59:10,0.6261,E4,at,51
28:29:10,0.6532,E4,at,51
28:59:10,0.683,E4,at,51
29:29:10,0.723,E4,at,51
29:59:10,0.7289,E4,at,51
30:29:10,0.7508,E4,at,51
30:59:10,0.7557,E4,at,51
31:29:10,0.8081,E4,at,51
31:59:10,0.7966,E4,at,51
32:29:10,0.7997,E4,at,51
32:59:10,0.8026,E4,at,51
33:29:10,0.856,E4,at,51
33:59:10,0.8539,E4,at,51
34:29:10,0.8466,E4,at,51
34:59:10,0.8533,E4,at,51
35:29:10,0.8809,E4,at,51
35:59:10,0.8593,E4,at,51
36:29:10,0.8858,E4,at,51
36:59:10,0.8743,E4,at,51
37:29:10,0.898,E4,at,51
37:59:10,0.9214,E4,at,51
38:29:10,0.897,E4,at,51
38:59:10,0.9186,E4,at,51
39:29:10,0.9455,E4,at,51
39:59:10,0.9213,E4,at,51
40:29:10,0.9324,E4,at,51
40:59:10,0.9466,E4,at,51
41:29:10,0.9374,E4,at,51
41:59:10,0.9665,E4,at,51
42:29:10,0.957,E4,at,51
42:59:10,0.973,E4,at,51
43:29:10,0.9635,E4,at,51
43:59:10,0.9678,E4,at,51
44:29:10,0.9788,E4,at,51
44:59:10,0.9792,E4,at,51
45:29:10,0.9765,E4,at,51
45:59:10,0.9714,E4,at,51
46:29:10,0.9791,E4,at,51
46:59:10,0.9753,E4,at,51
47:29:10,0.9764,E4,at,51
47:59:10,0.9743,E4,at,51
48:29:10,0.9633,E4,at,51
48:59:10,0.961,E4,at,51
49:29:10,0.9609,E4,at,51
49:59:10,0.9586,E4,at,51
50:29:10,0.9602,E4,at,51
50:59:10,0.9635,E4,at,51
51:29:10,0.9664,E4,at,51
51:59:10,0.9611,E4,at,51
52:29:10,0.9616,E4,at,51
52:59:10,0.9579,E4,at,51
53:29:10,0.9512,E4,at,51
53:59:10,0.946,E4,at,51
54:29:10,0.9396,E4,at,51
54:59:10,0.9356,E4,at,51
55:29:10,0.9335,E4,at,51
55:59:10,0.9324,E4,at,51
56:29:10,0.9338,E4,at,51
56:59:10,0.9365,E4,at,51
57:29:10,0.9352,E4,at,51
57:59:10,0.9359,E4,at,51
58:29:10,0.9317,E4,at,51
58:59:10,0.9254,E4,at,51
59:29:10,0.923,E4,at,51
59:59:10,0.9173,E4,at,51
60:29:10,0.9133,E4,at,51
60:59:10,0.9152,E4,at,51
61:29:10,0.9081,E4,at,51
61:59:10,0.9051,E4,at,51
62:29:10,0.9039,E4,at,51
62:59:10,0.8983,E4,at,51
63:29:10,0.8943,E4,at,51
63:59:10,0.8932,E4,at,51
64:29:10,0.8852,E4,at,51
64:59:10,0.8831,E4,at,51
65:29:10,0.8828,E4,at,51
65:59:10,0.8825,E4,at,51
66:29:10,0.878,E4,at,51
66:59:10,0.8743,E4,at,51
67:29:10,0.8734,E4,at,51
67:59:10,0.8687,E4,at,51
68:29:10,0.8652,E4,at,51
68:59:10,0.8642,E4,at,51
69:29:10,0.8637,E4,at,51
69:59:10,0.8649,E4,at,51
70:29:10,0.8611,E4,at,51
70:59:10,0.8601,E4,at,51
71:29:10,0.8558,E4,at,51
71:59:10,0.8544,E4,at,51
72:29:10,0.8486,E4,at,51
72:59:10,0.8469,E4,at,51
73:29:10,0.8466,E4,at,51
73:59:10,0.848,E4,at,51
74:29:10,0.84,E4,at,51
74:59:10,0.8426,E4,at,51
75:29:10,0.8402,E4,at,51
Unnamed: 152,,E4,at,51
0:29:10,0.088,E4,oa,51
0:59:10,0.089,E4,oa,51
1:29:10,0.088,E4,oa,51
1:59:10,0.088,E4,oa,51
2:29:10,0.087,E4,oa,51
2:59:10,0.087,E4,oa,51
3:29:10,0.087,E4,oa,51
3:59:10,0.087,E4,oa,51
4:29:10,0.087,E4,oa,51
4:59:10,0.09,E4,oa,51
5:29:10,0.097,E4,oa,51
5:59:10,0.099,E4,oa,51
6:29:10,0.099,E4,oa,51
6:59:10,0.1,E4,oa,51
7:29:10,0.1,E4,oa,51
7:59:10,0.101,E4,oa,51
8:29:10,0.103,E4,oa,51
8:59:10,0.105,E4,oa,51
9:29:10,0.108,E4,oa,51
9:59:10,0.11,E4,oa,51
10:29:10,0.113,E4,oa,51
10:59:10,0.118,E4,oa,51
11:29:10,0.122,E4,oa,51
11:59:10,0.128,E4,oa,51
12:29:10,0.134,E4,oa,51
12:59:10,0.139,E4,oa,51
13:29:10,0.145,E4,oa,51
13:59:10,0.151,E4,oa,51
14:29:10,0.158,E4,oa,51
14:59:10,0.165,E4,oa,51
15:29:10,0.172,E4,oa,51
15:59:10,0.171,E4,oa,51
16:29:10,0.177,E4,oa,51
16:59:10,0.184,E4,oa,51
17:29:10,0.193,E4,oa,51
17:59:10,0.202,E4,oa,51
18:29:10,0.214,E4,oa,51
18:59:10,0.227,E4,oa,51
19:29:10,0.242,E4,oa,51
19:59:10,0.26,E4,oa,51
20:29:10,0.272,E4,oa,51
20:59:10,0.286,E4,oa,51
21:29:10,0.302,E4,oa,51
21:59:10,0.32,E4,oa,51
22:29:10,0.358,E4,oa,51
22:59:10,0.445,E4,oa,51
23:29:10,0.443,E4,oa,51
23:59:10,0.458,E4,oa,51
24:29:10,0.55,E4,oa,51
24:59:10,0.619,E4,oa,51
25:29:10,0.658,E4,oa,51
25:59:10,0.692,E4,oa,51
26:29:10,0.721,E4,oa,51
26:59:10,0.733,E4,oa,51
27:29:10,0.755,E4,oa,51
27:59:10,0.768,E4,oa,51
28:29:10,0.788,E4,oa,51
28:59:10,0.792,E4,oa,51
29:29:10,0.841,E4,oa,51
29:59:10,0.832,E4,oa,51
30:29:10,0.854,E4,oa,51
30:59:10,0.86,E4,oa,51
31:29:10,0.879,E4,oa,51
31:59:10,0.902,E4,oa,51
32:29:10,0.932,E4,oa,51
32:59:10,0.951,E4,oa,51
33:29:10,0.966,E4,oa,51
33:59:10,0.961,E4,oa,51
34:29:10,0.983,E4,oa,51
34:59:10,0.964,E4,oa,51
35:29:10,0.991,E4,oa,51
35:59:10,0.999,E4,oa,51
36:29:10,1.011,E4,oa,51
36:59:10,1.03,E4,oa,51
37:29:10,1.039,E4,oa,51
37:59:10,1.058,E4,oa,51
38:29:10,1.05,E4,oa,51
38:59:10,1.065,E4,oa,51
39:29:10,1.062,E4,oa,51
39:59:10,1.086,E4,oa,51
40:29:10,1.099,E4,oa,51
40:59:10,1.106,E4,oa,51
41:29:10,1.101,E4,oa,51
41:59:10,1.101,E4,oa,51
42:29:10,1.163,E4,oa,51
42:59:10,1.179,E4,oa,51
43:29:10,1.169,E4,oa,51
43:59:10,1.173,E4,oa,51
44:29:10,1.158,E4,oa,51
44:59:10,1.185,E4,oa,51
45:29:10,1.159,E4,oa,51
45:59:10,1.176,E4,oa,51
46:29:10,1.157,E4,oa,51
46:59:10,1.142,E4,oa,51
47:29:10,1.123,E4,oa,51
47:59:10,1.115,E4,oa,51
48:29:10,1.112,E4,oa,51
48:59:10,1.165,E4,oa,51
49:29:10,1.165,E4,oa,51
49:59:10,1.104,E4,oa,51
50:29:10,1.127,E4,oa,51
50:59:10,1.087,E4,oa,51
51:29:10,1.135,E4,oa,51
51:59:10,1.133,E4,oa,51
52:29:10,1.127,E4,oa,51
52:59:10,1.138,E4,oa,51
53:29:10,1.107,E4,oa,51
53:59:10,1.128,E4,oa,51
54:29:10,1.099,E4,oa,51
54:59:10,1.12,E4,oa,51
55:29:10,1.099,E4,oa,51
55:59:10,1.113,E4,oa,51
56:29:10,1.089,E4,oa,51
56:59:10,1.089,E4,oa,51
57:29:10,1.07,E4,oa,51
57:59:10,1.086,E4,oa,51
58:29:10,1.053,E4,oa,51
58:59:10,1.057,E4,oa,51
59:29:10,1.038,E4,oa,51
59:59:10,1.042,E4,oa,51
60:29:10,1.053,E4,oa,51
60:59:10,1.06,E4,oa,51
61:29:10,1.018,E4,oa,51
61:59:10,1.016,E4,oa,51
62:29:10,1.037,E4,oa,51
62:59:10,0.998,E4,oa,51
