time,OD,well,strain,carbon_source
69:59:10,0.392,A9,oa,6
70:29:10,0.382,A9,oa,6
70:59:10,0.383,A9,oa,6
71:29:10,0.389,A9,oa,6
71:59:10,0.398,A9,oa,6
72:29:10,0.388,A9,oa,6
72:59:10,0.395,A9,oa,6
73:29:10,0.383,A9,oa,6
73:59:10,0.384,A9,oa,6
74:29:10,0.396,A9,oa,6
74:59:10,0.374,A9,oa,6
75:29:10,0.38,A9,oa,6
0:29:10,0.0963,A10,at,9
0:59:10,0.0948,A10,at,9
1:29:10,0.0936,A10,at,9
1:59:10,0.0936,A10,at,9
2:29:10,0.094,A10,at,9
2:59:10,0.0938,A10,at,9
3:29:10,0.0941,A10,at,9
3:59:10,0.0946,A10,at,9
4:29:10,0.0951,A10,at,9
4:59:10,0.0956,A10,at,9
5:29:10,0.0961,A10,at,9
5:59:10,0.0965,A10,at,9
6:29:10,0.0972,A10,at,9
6:59:10,0.0978,A10,at,9
7:29:10,0.0986,A10,at,9
7:59:10,0.0995,A10,at,9
8:29:10,0.1006,A10,at,9
8:59:10,0.1008,A10,at,9
9:29:10,0.1016,A10,at,9
9:59:10,0.1032,A10,at,9
10:29:10,0.1045,A10,at,9
10:59:10,0.1072,A10,at,9
11:29:10,0.1106,A10,at,9
11:59:10,0.1217,A10,at,9
12:29:10,0.1316,A10,at,9
12:59:10,0.1375,A10,at,9
13:29:10,0.1416,A10,at,9
13:59:10,0.1618,A10,at,9
14:29:10,0.167,A10,at,9
14:59:10,0.1834,A10,at,9
15:29:10,0.199,A10,at,9
15:59:10,0.2109,A10,at,9
16:29:10,0.2285,A10,at,9
16:59:10,0.2402,A10,at,9
17:29:10,0.2478,A10,at,9
17:59:10,0.2712,A10,at,9
18:29:10,0.2596,A10,at,9
18:59:10,0.2707,A10,at,9
19:29:10,0.2791,A10,at,9
19:59:10,0.2879,A10,at,9
20:29:10,0.3013,A10,at,9
20:59:10,0.3155,A10,at,9
21:29:10,0.3342,A10,at,9
21:59:10,0.3456,A10,at,9
22:29:10,0.3662,A10,at,9
22:59:10,0.39,A10,at,9
23:29:10,0.4124,A10,at,9
23:59:10,0.4317,A10,at,9
24:29:10,0.4724,A10,at,9
24:59:10,0.5106,A10,at,9
25:29:10,0.5374,A10,at,9
25:59:10,0.5622,A10,at,9
26:29:10,0.5779,A10,at,9
26:59:10,0.6,A10,at,9
27:29:10,0.6234,A10,at,9
27:59:10,0.6655,A10,at,9
28:29:10,0.6547,A10,at,9
28:59:10,0.6758,A10,at,9
29:29:10,0.7418,A10,at,9
29:59:10,0.716,A10,at,9
30:29:10,0.7343,A10,at,9
30:59:10,0.7813,A10,at,9
31:29:10,0.7669,A10,at,9
31:59:10,0.7866,A10,at,9
32:29:10,0.8219,A10,at,9
32:59:10,0.837,A10,at,9
33:29:10,0.8384,A10,at,9
33:59:10,0.8657,A10,at,9
34:29:10,0.87,A10,at,9
34:59:10,0.9032,A10,at,9
35:29:10,0.9073,A10,at,9
35:59:10,0.9215,A10,at,9
36:29:10,0.9428,A10,at,9
36:59:10,0.9612,A10,at,9
37:29:10,0.9705,A10,at,9
37:59:10,0.985,A10,at,9
38:29:10,1.0031,A10,at,9
38:59:10,1.0047,A10,at,9
39:29:10,1.0145,A10,at,9
39:59:10,1.0456,A10,at,9
40:29:10,1.0469,A10,at,9
40:59:10,1.0725,A10,at,9
41:29:10,1.0918,A10,at,9
41:59:10,1.0786,A10,at,9
42:29:10,1.1121,A10,at,9
42:59:10,1.1249,A10,at,9
43:29:10,1.132,A10,at,9
43:59:10,1.1464,A10,at,9
44:29:10,1.1514,A10,at,9
44:59:10,1.1708,A10,at,9
45:29:10,1.1909,A10,at,9
45:59:10,1.1845,A10,at,9
46:29:10,1.195,A10,at,9
46:59:10,1.2133,A10,at,9
47:29:10,1.2239,A10,at,9
47:59:10,1.2483,A10,at,9
48:29:10,1.2603,A10,at,9
48:59:10,1.2496,A10,at,9
49:29:10,1.2541,A10,at,9
49:59:10,1.2651,A10,at,9
50:29:10,1.2832,A10,at,9
50:59:10,1.2759,A10,at,9
51:29:10,1.3004,A10,at,9
51:59:10,1.2904,A10,at,9
52:29:10,1.3097,A10,at,9
52:59:10,1.3003,A10,at,9
53:29:10,1.3089,A10,at,9
53:59:10,1.314,A10,at,9
54:29:10,1.2946,A10,at,9
54:59:10,1.3075,A10,at,9
55:29:10,1.3083,A10,at,9
55:59:10,1.3011,A10,at,9
56:29:10,1.2921,A10,at,9
56:59:10,1.2806,A10,at,9
57:29:10,1.2802,A10,at,9
57:59:10,1.2766,A10,at,9
58:29:10,1.2661,A10,at,9
58:59:10,1.2563,A10,at,9
59:29:10,1.2631,A10,at,9
59:59:10,1.2542,A10,at,9
60:29:10,1.2462,A10,at,9
60:59:10,1.248,A10,at,9
61:29:10,1.2444,A10,at,9
61:59:10,1.2442,A10,at,9
62:29:10,1.23,A10,at,9
62:59:10,1.2287,A10,at,9
63:29:10,1.2265,A10,at,9
63:59:10,1.2175,A10,at,9
64:29:10,1.2082,A10,at,9
64:59:10,1.2154,A10,at,9
65:29:10,1.2081,A10,at,9
65:59:10,1.2062,A10,at,9
66:29:10,1.201,A10,at,9
66:59:10,1.2027,A10,at,9
67:29:10,1.2075,A10,at,9
67:59:10,1.189,A10,at,9
68:29:10,1.1925,A10,at,9
68:59:10,1.186,A10,at,9
69:29:10,1.1914,A10,at,9
69:59:10,1.1878,A10,at,9
70:29:10,1.2012,A10,at,9
70:59:10,1.1878,A10,at,9
71:29:10,1.191,A10,at,9
71:59:10,1.1882,A10,at,9
72:29:10,1.1724,A10,at,9
72:59:10,1.1763,A10,at,9
73:29:10,1.1734,A10,at,9
73:59:10,1.1891,A10,at,9
74:29:10,1.1703,A10,at,9
74:59:10,1.1631,A10,at,9
75:29:10,1.1589,A10,at,9
Unnamed: 152,,A10,at,9
0:29:10,0.087,A10,oa,9
0:59:10,0.086,A10,oa,9
1:29:10,0.085,A10,oa,9
1:59:10,0.086,A10,oa,9
2:29:10,0.086,A10,oa,9
2:59:10,0.086,A10,oa,9
3:29:10,0.086,A10,oa,9
3:59:10,0.086,A10,oa,9
4:29:10,0.085,A10,oa,9
4:59:10,0.085,A10,oa,9
5:29:10,0.084,A10,oa,9
5:59:10,0.084,A10,oa,9
6:29:10,0.087,A10,oa,9
6:59:10,0.087,A10,oa,9
7:29:10,0.089,A10,oa,9
7:59:10,0.089,A10,oa,9
8:29:10,0.088,A10,oa,9
8:59:10,0.088,A10,oa,9
9:29:10,0.089,A10,oa,9
9:59:10,0.088,A10,oa,9
10:29:10,0.09,A10,oa,9
10:59:10,0.089,A10,oa,9
11:29:10,0.087,A10,oa,9
11:59:10,0.088,A10,oa,9
12:29:10,0.088,A10,oa,9
12:59:10,0.088,A10,oa,9
13:29:10,0.089,A10,oa,9
13:59:10,0.089,A10,oa,9
14:29:10,0.088,A10,oa,9
14:59:10,0.089,A10,oa,9
15:29:10,0.09,A10,oa,9
15:59:10,0.09,A10,oa,9
16:29:10,0.089,A10,oa,9
16:59:10,0.089,A10,oa,9
17:29:10,0.09,A10,oa,9
17:59:10,0.091,A10,oa,9
18:29:10,0.091,A10,oa,9
18:59:10,0.092,A10,oa,9
19:29:10,0.092,A10,oa,9
19:59:10,0.092,A10,oa,9
20:29:10,0.093,A10,oa,9
20:59:10,0.093,A10,oa,9
21:29:10,0.094,A10,oa,9
21:59:10,0.094,A10,oa,9
22:29:10,0.095,A10,oa,9
22:59:10,0.096,A10,oa,9
23:29:10,0.097,A10,oa,9
23:59:10,0.102,A10,oa,9
24:29:10,0.104,A10,oa,9
24:59:10,0.107,A10,oa,9
25:29:10,0.11,A10,oa,9
25:59:10,0.113,A10,oa,9
26:29:10,0.117,A10,oa,9
26:59:10,0.12,A10,oa,9
27:29:10,0.124,A10,oa,9
27:59:10,0.128,A10,oa,9
28:29:10,0.133,A10,oa,9
28:59:10,0.138,A10,oa,9
29:29:10,0.142,A10,oa,9
29:59:10,0.148,A10,oa,9
30:29:10,0.153,A10,oa,9
30:59:10,0.16,A10,oa,9
31:29:10,0.164,A10,oa,9
31:59:10,0.17,A10,oa,9
32:29:10,0.175,A10,oa,9
32:59:10,0.181,A10,oa,9
33:29:10,0.189,A10,oa,9
33:59:10,0.197,A10,oa,9
34:29:10,0.202,A10,oa,9
34:59:10,0.21,A10,oa,9
35:29:10,0.215,A10,oa,9
35:59:10,0.223,A10,oa,9
36:29:10,0.23,A10,oa,9
36:59:10,0.237,A10,oa,9
37:29:10,0.246,A10,oa,9
37:59:10,0.254,A10,oa,9
38:29:10,0.263,A10,oa,9
38:59:10,0.271,A10,oa,9
39:29:10,0.282,A10,oa,9
39:59:10,0.29,A10,oa,9
40:29:10,0.3,A10,oa,9
40:59:10,0.312,A10,oa,9
41:29:10,0.329,A10,oa,9
41:59:10,0.342,A10,oa,9
42:29:10,0.346,A10,oa,9
42:59:10,0.362,A10,oa,9
43:29:10,0.375,A10,oa,9
43:59:10,0.389,A10,oa,9
44:29:10,0.403,A10,oa,9
44:59:10,0.416,A10,oa,9
45:29:10,0.43,A10,oa,9
45:59:10,0.447,A10,oa,9
46:29:10,0.464,A10,oa,9
46:59:10,0.512,A10,oa,9
47:29:10,0.599,A10,oa,9
47:59:10,0.678,A10,oa,9
48:29:10,0.735,A10,oa,9
48:59:10,0.783,A10,oa,9
49:29:10,0.818,A10,oa,9
49:59:10,0.844,A10,oa,9
50:29:10,0.875,A10,oa,9
50:59:10,0.888,A10,oa,9
51:29:10,0.915,A10,oa,9
51:59:10,0.93,A10,oa,9
52:29:10,0.945,A10,oa,9
52:59:10,0.965,A10,oa,9
53:29:10,0.972,A10,oa,9
53:59:10,0.985,A10,oa,9
54:29:10,0.993,A10,oa,9
54:59:10,1.009,A10,oa,9
55:29:10,1.017,A10,oa,9
55:59:10,1.025,A10,oa,9
56:29:10,1.031,A10,oa,9
56:59:10,1.039,A10,oa,9
57:29:10,1.043,A10,oa,9
57:59:10,1.055,A10,oa,9
58:29:10,1.055,A10,oa,9
58:59:10,1.061,A10,oa,9
59:29:10,1.065,A10,oa,9
59:59:10,1.068,A10,oa,9
60:29:10,1.077,A10,oa,9
60:59:10,1.087,A10,oa,9
61:29:10,1.083,A10,oa,9
61:59:10,1.086,A10,oa,9
62:29:10,1.095,A10,oa,9
62:59:10,1.086,A10,oa,9
63:29:10,1.092,A10,oa,9
63:59:10,1.088,A10,oa,9
64:29:10,1.088,A10,oa,9
64:59:10,1.095,A10,oa,9
65:29:10,1.101,A10,oa,9
65:59:10,1.093,A10,oa,9
66:29:10,1.101,A10,oa,9
66:59:10,1.095,A10,oa,9
67:29:10,1.097,A10,oa,9
67:59:10,1.092,A10,oa,9
68:29:10,1.096,A10,oa,9
68:59:10,1.103,A10,oa,9
69:29:10,1.098,A10,oa,9
69:59:10,1.1,A10,oa,9
70:29:10,1.097,A10,oa,9
70:59:10,1.098,A10,oa,9
71:29:10,1.098,A10,oa,9
71:59:10,1.1,A10,oa,9
72:29:10,1.097,A10,oa,9
72:59:10,1.097,A10,oa,9
73:29:10,1.084,A10,oa,9
73:59:10,1.064,A10,oa,9
74:29:10,1.062,A10,oa,9
74:59:10,1.071,A10,oa,9
75:29:10,1.049,A10,oa,9
0:29:10,0.0998,A11,at,9
0:59:10,0.0983,A11,at,9
1:29:10,0.0971,A11,at,9
1:59:10,0.0973,A11,at,9
2:29:10,0.0973,A11,at,9
2:59:10,0.0975,A11,at,9
3:29:10,0.0979,A11,at,9
3:59:10,0.0984,A11,at,9
4:29:10,0.099,A11,at,9
4:59:10,0.0998,A11,at,9
5:29:10,0.1005,A11,at,9
5:59:10,0.1013,A11,at,9
6:29:10,0.1012,A11,at,9
6:59:10,0.1019,A11,at,9
7:29:10,0.1015,A11,at,9
7:59:10,0.1009,A11,at,9
8:29:10,0.1027,A11,at,9
8:59:10,0.1025,A11,at,9
9:29:10,0.1062,A11,at,9
9:59:10,0.1082,A11,at,9
10:29:10,0.1117,A11,at,9
10:59:10,0.1162,A11,at,9
11:29:10,0.1256,A11,at,9
11:59:10,0.1504,A11,at,9
12:29:10,0.1551,A11,at,9
12:59:10,0.1659,A11,at,9
13:29:10,0.1621,A11,at,9
13:59:10,0.1803,A11,at,9
14:29:10,0.1929,A11,at,9
14:59:10,0.2039,A11,at,9
15:29:10,0.2142,A11,at,9
15:59:10,0.2223,A11,at,9
16:29:10,0.2322,A11,at,9
16:59:10,0.2374,A11,at,9
17:29:10,0.2431,A11,at,9
17:59:10,0.2658,A11,at,9
18:29:10,0.2645,A11,at,9
18:59:10,0.29,A11,at,9
19:29:10,0.3093,A11,at,9
19:59:10,0.3163,A11,at,9
20:29:10,0.3264,A11,at,9
20:59:10,0.3509,A11,at,9
21:29:10,0.3516,A11,at,9
21:59:10,0.3506,A11,at,9
22:29:10,0.3744,A11,at,9
22:59:10,0.389,A11,at,9
23:29:10,0.4183,A11,at,9
23:59:10,0.4377,A11,at,9
24:29:10,0.4606,A11,at,9
24:59:10,0.4866,A11,at,9
25:29:10,0.5166,A11,at,9
25:59:10,0.5433,A11,at,9
26:29:10,0.559,A11,at,9
26:59:10,0.5858,A11,at,9
27:29:10,0.616,A11,at,9
27:59:10,0.6704,A11,at,9
28:29:10,0.6694,A11,at,9
28:59:10,0.7109,A11,at,9
29:29:10,0.7495,A11,at,9
29:59:10,0.7523,A11,at,9
30:29:10,0.7747,A11,at,9
30:59:10,0.8105,A11,at,9
31:29:10,0.8306,A11,at,9
31:59:10,0.8553,A11,at,9
32:29:10,0.8816,A11,at,9
32:59:10,0.9035,A11,at,9
33:29:10,0.9002,A11,at,9
33:59:10,0.9436,A11,at,9
34:29:10,0.9407,A11,at,9
34:59:10,0.9772,A11,at,9
35:29:10,0.9934,A11,at,9
35:59:10,1.0109,A11,at,9
36:29:10,1.0247,A11,at,9
36:59:10,1.0497,A11,at,9
37:29:10,1.0581,A11,at,9
37:59:10,1.0729,A11,at,9
38:29:10,1.0832,A11,at,9
38:59:10,1.0918,A11,at,9
39:29:10,1.0983,A11,at,9
39:59:10,1.1297,A11,at,9
40:29:10,1.1356,A11,at,9
40:59:10,1.1582,A11,at,9
41:29:10,1.1716,A11,at,9
41:59:10,1.165,A11,at,9
42:29:10,1.1956,A11,at,9
42:59:10,1.2038,A11,at,9
43:29:10,1.2124,A11,at,9
43:59:10,1.2207,A11,at,9
44:29:10,1.2291,A11,at,9
44:59:10,1.2438,A11,at,9
45:29:10,1.2682,A11,at,9
45:59:10,1.2562,A11,at,9
46:29:10,1.2694,A11,at,9
46:59:10,1.2872,A11,at,9
47:29:10,1.2995,A11,at,9
47:59:10,1.3249,A11,at,9
48:29:10,1.3337,A11,at,9
48:59:10,1.3272,A11,at,9
49:29:10,1.3285,A11,at,9
49:59:10,1.3346,A11,at,9
50:29:10,1.3483,A11,at,9
50:59:10,1.3222,A11,at,9
51:29:10,1.3615,A11,at,9
51:59:10,1.3094,A11,at,9
52:29:10,1.3565,A11,at,9
52:59:10,1.3328,A11,at,9
53:29:10,1.3056,A11,at,9
53:59:10,1.2907,A11,at,9
54:29:10,1.2757,A11,at,9
54:59:10,1.2714,A11,at,9
55:29:10,1.2709,A11,at,9
55:59:10,1.2708,A11,at,9
56:29:10,1.2684,A11,at,9
56:59:10,1.2597,A11,at,9
57:29:10,1.2657,A11,at,9
57:59:10,1.2626,A11,at,9
58:29:10,1.2536,A11,at,9
58:59:10,1.2475,A11,at,9
59:29:10,1.2579,A11,at,9
59:59:10,1.251,A11,at,9
60:29:10,1.2443,A11,at,9
60:59:10,1.2468,A11,at,9
61:29:10,1.2464,A11,at,9
61:59:10,1.2455,A11,at,9
62:29:10,1.2277,A11,at,9
62:59:10,1.2304,A11,at,9
63:29:10,1.226,A11,at,9
63:59:10,1.2198,A11,at,9
64:29:10,1.2102,A11,at,9
64:59:10,1.2254,A11,at,9
65:29:10,1.2155,A11,at,9
65:59:10,1.212,A11,at,9
66:29:10,1.2026,A11,at,9
66:59:10,1.2092,A11,at,9
67:29:10,1.2145,A11,at,9
67:59:10,1.1959,A11,at,9
68:29:10,1.2014,A11,at,9
68:59:10,1.1963,A11,at,9
69:29:10,1.1998,A11,at,9
69:59:10,1.1936,A11,at,9
70:29:10,1.2127,A11,at,9
70:59:10,1.1975,A11,at,9
71:29:10,1.1998,A11,at,9
71:59:10,1.1974,A11,at,9
72:29:10,1.183,A11,at,9
72:59:10,1.1905,A11,at,9
73:29:10,1.1854,A11,at,9
73:59:10,1.2032,A11,at,9
74:29:10,1.1842,A11,at,9
74:59:10,1.1703,A11,at,9
75:29:10,1.1683,A11,at,9
Unnamed: 152,,A11,at,9
0:29:10,0.09,A11,oa,9
0:59:10,0.088,A11,oa,9
1:29:10,0.087,A11,oa,9
1:59:10,0.088,A11,oa,9
2:29:10,0.088,A11,oa,9
2:59:10,0.088,A11,oa,9
3:29:10,0.088,A11,oa,9
3:59:10,0.087,A11,oa,9
4:29:10,0.087,A11,oa,9
4:59:10,0.086,A11,oa,9
5:29:10,0.086,A11,oa,9
5:59:10,0.086,A11,oa,9
6:29:10,0.09,A11,oa,9
6:59:10,0.091,A11,oa,9
7:29:10,0.087,A11,oa,9
7:59:10,0.087,A11,oa,9
8:29:10,0.089,A11,oa,9
8:59:10,0.089,A11,oa,9
9:29:10,0.09,A11,oa,9
9:59:10,0.089,A11,oa,9
10:29:10,0.089,A11,oa,9
10:59:10,0.089,A11,oa,9
11:29:10,0.088,A11,oa,9
11:59:10,0.09,A11,oa,9
12:29:10,0.089,A11,oa,9
12:59:10,0.091,A11,oa,9
13:29:10,0.09,A11,oa,9
13:59:10,0.09,A11,oa,9
14:29:10,0.091,A11,oa,9
14:59:10,0.091,A11,oa,9
15:29:10,0.092,A11,oa,9
15:59:10,0.091,A11,oa,9
16:29:10,0.091,A11,oa,9
16:59:10,0.092,A11,oa,9
17:29:10,0.093,A11,oa,9
17:59:10,0.093,A11,oa,9
18:29:10,0.093,A11,oa,9
18:59:10,0.094,A11,oa,9
19:29:10,0.094,A11,oa,9
19:59:10,0.094,A11,oa,9
20:29:10,0.096,A11,oa,9
20:59:10,0.096,A11,oa,9
21:29:10,0.096,A11,oa,9
21:59:10,0.097,A11,oa,9
22:29:10,0.096,A11,oa,9
22:59:10,0.098,A11,oa,9
23:29:10,0.099,A11,oa,9
23:59:10,0.101,A11,oa,9
24:29:10,0.108,A11,oa,9
24:59:10,0.11,A11,oa,9
25:29:10,0.112,A11,oa,9
25:59:10,0.115,A11,oa,9
26:29:10,0.118,A11,oa,9
26:59:10,0.121,A11,oa,9
27:29:10,0.125,A11,oa,9
27:59:10,0.129,A11,oa,9
28:29:10,0.134,A11,oa,9
28:59:10,0.139,A11,oa,9
29:29:10,0.142,A11,oa,9
29:59:10,0.148,A11,oa,9
30:29:10,0.154,A11,oa,9
30:59:10,0.16,A11,oa,9
31:29:10,0.164,A11,oa,9
31:59:10,0.171,A11,oa,9
32:29:10,0.175,A11,oa,9
32:59:10,0.181,A11,oa,9
33:29:10,0.189,A11,oa,9
33:59:10,0.196,A11,oa,9
34:29:10,0.201,A11,oa,9
34:59:10,0.209,A11,oa,9
35:29:10,0.214,A11,oa,9
35:59:10,0.222,A11,oa,9
36:29:10,0.228,A11,oa,9
36:59:10,0.236,A11,oa,9
37:29:10,0.244,A11,oa,9
37:59:10,0.252,A11,oa,9
38:29:10,0.26,A11,oa,9
38:59:10,0.269,A11,oa,9
39:29:10,0.279,A11,oa,9
39:59:10,0.287,A11,oa,9
40:29:10,0.297,A11,oa,9
40:59:10,0.308,A11,oa,9
41:29:10,0.323,A11,oa,9
41:59:10,0.338,A11,oa,9
42:29:10,0.342,A11,oa,9
42:59:10,0.355,A11,oa,9
43:29:10,0.372,A11,oa,9
43:59:10,0.386,A11,oa,9
44:29:10,0.398,A11,oa,9
44:59:10,0.412,A11,oa,9
45:29:10,0.429,A11,oa,9
45:59:10,0.441,A11,oa,9
46:29:10,0.46,A11,oa,9
46:59:10,0.496,A11,oa,9
47:29:10,0.555,A11,oa,9
47:59:10,0.654,A11,oa,9
48:29:10,0.718,A11,oa,9
48:59:10,0.763,A11,oa,9
49:29:10,0.787,A11,oa,9
49:59:10,0.818,A11,oa,9
50:29:10,0.847,A11,oa,9
50:59:10,0.865,A11,oa,9
51:29:10,0.893,A11,oa,9
51:59:10,0.907,A11,oa,9
52:29:10,0.92,A11,oa,9
52:59:10,0.939,A11,oa,9
53:29:10,0.946,A11,oa,9
53:59:10,0.959,A11,oa,9
54:29:10,0.967,A11,oa,9
54:59:10,0.984,A11,oa,9
55:29:10,0.992,A11,oa,9
55:59:10,1.001,A11,oa,9
56:29:10,1.009,A11,oa,9
56:59:10,1.018,A11,oa,9
57:29:10,1.023,A11,oa,9
57:59:10,1.035,A11,oa,9
58:29:10,1.036,A11,oa,9
58:59:10,1.042,A11,oa,9
59:29:10,1.047,A11,oa,9
59:59:10,1.051,A11,oa,9
60:29:10,1.06,A11,oa,9
60:59:10,1.073,A11,oa,9
61:29:10,1.068,A11,oa,9
61:59:10,1.071,A11,oa,9
62:29:10,1.08,A11,oa,9
62:59:10,1.071,A11,oa,9
63:29:10,1.079,A11,oa,9
63:59:10,1.074,A11,oa,9
64:29:10,1.075,A11,oa,9
64:59:10,1.083,A11,oa,9
65:29:10,1.092,A11,oa,9
65:59:10,1.085,A11,oa,9
66:29:10,1.095,A11,oa,9
66:59:10,1.088,A11,oa,9
67:29:10,1.09,A11,oa,9
67:59:10,1.086,A11,oa,9
68:29:10,1.092,A11,oa,9
68:59:10,1.099,A11,oa,9
69:29:10,1.095,A11,oa,9
69:59:10,1.097,A11,oa,9
70:29:10,1.094,A11,oa,9
70:59:10,1.097,A11,oa,9
71:29:10,1.099,A11,oa,9
71:59:10,1.101,A11,oa,9
72:29:10,1.1,A11,oa,9
72:59:10,1.101,A11,oa,9
73:29:10,1.085,A11,oa,9
73:59:10,1.066,A11,oa,9
74:29:10,1.069,A11,oa,9
74:59:10,1.083,A11,oa,9
75:29:10,1.063,A11,oa,9
0:29:10,0.1111,A12,at,9
0:59:10,0.1097,A12,at,9
1:29:10,0.1088,A12,at,9
1:59:10,0.1087,A12,at,9
2:29:10,0.1089,A12,at,9
2:59:10,0.1094,A12,at,9
3:29:10,0.1097,A12,at,9
3:59:10,0.1104,A12,at,9
4:29:10,0.1108,A12,at,9
4:59:10,0.1114,A12,at,9
5:29:10,0.1119,A12,at,9
5:59:10,0.1125,A12,at,9
6:29:10,0.1134,A12,at,9
6:59:10,0.1134,A12,at,9
7:29:10,0.114,A12,at,9
7:59:10,0.1132,A12,at,9
8:29:10,0.1139,A12,at,9
8:59:10,0.1112,A12,at,9
9:29:10,0.117,A12,at,9
9:59:10,0.1179,A12,at,9
10:29:10,0.1208,A12,at,9
10:59:10,0.1243,A12,at,9
11:29:10,0.1287,A12,at,9
11:59:10,0.1389,A12,at,9
12:29:10,0.1542,A12,at,9
12:59:10,0.1629,A12,at,9
13:29:10,0.1647,A12,at,9
13:59:10,0.1844,A12,at,9
14:29:10,0.1979,A12,at,9
14:59:10,0.2083,A12,at,9
15:29:10,0.2221,A12,at,9
15:59:10,0.2277,A12,at,9
16:29:10,0.2415,A12,at,9
16:59:10,0.2492,A12,at,9
17:29:10,0.2573,A12,at,9
17:59:10,0.278,A12,at,9
18:29:10,0.2848,A12,at,9
18:59:10,0.2967,A12,at,9
19:29:10,0.3043,A12,at,9
19:59:10,0.3142,A12,at,9
20:29:10,0.3334,A12,at,9
20:59:10,0.3297,A12,at,9
21:29:10,0.3587,A12,at,9
21:59:10,0.3857,A12,at,9
22:29:10,0.4031,A12,at,9
22:59:10,0.4143,A12,at,9
23:29:10,0.4461,A12,at,9
23:59:10,0.4756,A12,at,9
24:29:10,0.5064,A12,at,9
24:59:10,0.5516,A12,at,9
25:29:10,0.5779,A12,at,9
25:59:10,0.6034,A12,at,9
26:29:10,0.633,A12,at,9
26:59:10,0.6459,A12,at,9
27:29:10,0.6677,A12,at,9
27:59:10,0.6899,A12,at,9
28:29:10,0.7001,A12,at,9
28:59:10,0.7179,A12,at,9
29:29:10,0.7555,A12,at,9
29:59:10,0.7613,A12,at,9
30:29:10,0.7955,A12,at,9
30:59:10,0.8379,A12,at,9
31:29:10,0.8656,A12,at,9
31:59:10,0.8951,A12,at,9
32:29:10,0.9266,A12,at,9
32:59:10,0.9457,A12,at,9
33:29:10,0.9548,A12,at,9
33:59:10,1.0034,A12,at,9
34:29:10,0.9899,A12,at,9
34:59:10,1.0284,A12,at,9
35:29:10,1.0412,A12,at,9
35:59:10,1.0575,A12,at,9
36:29:10,1.0693,A12,at,9
36:59:10,1.0943,A12,at,9
37:29:10,1.1007,A12,at,9
37:59:10,1.125,A12,at,9
38:29:10,1.1349,A12,at,9
38:59:10,1.1463,A12,at,9
39:29:10,1.1605,A12,at,9
39:59:10,1.1925,A12,at,9
40:29:10,1.2052,A12,at,9
40:59:10,1.2177,A12,at,9
41:29:10,1.2383,A12,at,9
41:59:10,1.2436,A12,at,9
42:29:10,1.2659,A12,at,9
42:59:10,1.2786,A12,at,9
43:29:10,1.2898,A12,at,9
43:59:10,1.299,A12,at,9
44:29:10,1.3152,A12,at,9
44:59:10,1.3276,A12,at,9
45:29:10,1.3641,A12,at,9
45:59:10,1.3448,A12,at,9
46:29:10,1.3654,A12,at,9
46:59:10,1.3855,A12,at,9
47:29:10,1.391,A12,at,9
47:59:10,1.4141,A12,at,9
48:29:10,1.4451,A12,at,9
48:59:10,1.4465,A12,at,9
49:29:10,1.4501,A12,at,9
49:59:10,1.4564,A12,at,9
50:29:10,1.4692,A12,at,9
50:59:10,1.4528,A12,at,9
51:29:10,1.4412,A12,at,9
51:59:10,1.4509,A12,at,9
52:29:10,1.4227,A12,at,9
52:59:10,1.3775,A12,at,9
53:29:10,1.351,A12,at,9
53:59:10,1.3309,A12,at,9
54:29:10,1.3115,A12,at,9
54:59:10,1.304,A12,at,9
55:29:10,1.3055,A12,at,9
55:59:10,1.3068,A12,at,9
56:29:10,1.3042,A12,at,9
56:59:10,1.2974,A12,at,9
57:29:10,1.3038,A12,at,9
57:59:10,1.2969,A12,at,9
58:29:10,1.2866,A12,at,9
58:59:10,1.2907,A12,at,9
59:29:10,1.2951,A12,at,9
59:59:10,1.295,A12,at,9
60:29:10,1.2894,A12,at,9
60:59:10,1.2874,A12,at,9
61:29:10,1.2927,A12,at,9
61:59:10,1.2896,A12,at,9
62:29:10,1.2721,A12,at,9
62:59:10,1.2769,A12,at,9
63:29:10,1.2712,A12,at,9
63:59:10,1.2704,A12,at,9
64:29:10,1.2605,A12,at,9
64:59:10,1.2776,A12,at,9
65:29:10,1.2674,A12,at,9
65:59:10,1.2638,A12,at,9
66:29:10,1.2502,A12,at,9
66:59:10,1.2658,A12,at,9
67:29:10,1.2735,A12,at,9
67:59:10,1.2585,A12,at,9
68:29:10,1.2622,A12,at,9
68:59:10,1.2573,A12,at,9
69:29:10,1.2617,A12,at,9
69:59:10,1.2572,A12,at,9
70:29:10,1.2739,A12,at,9
70:59:10,1.2534,A12,at,9
71:29:10,1.2606,A12,at,9
71:59:10,1.258,A12,at,9
72:29:10,1.2517,A12,at,9
72:59:10,1.2635,A12,at,9
73:29:10,1.2549,A12,at,9
73:59:10,1.2602,A12,at,9
74:29:10,1.2549,A12,at,9
74:59:10,1.2337,A12,at,9
75:29:10,1.2383,A12,at,9
Unnamed: 152,,A12,at,9
0:29:10,0.089,A12,oa,9
0:59:10,0.088,A12,oa,9
1:29:10,0.087,A12,oa,9
1:59:10,0.087,A12,oa,9
2:29:10,0.087,A12,oa,9
2:59:10,0.087,A12,oa,9
3:29:10,0.087,A12,oa,9
3:59:10,0.086,A12,oa,9
4:29:10,0.086,A12,oa,9
