species,reactor,sample_time,dilution,count,comment,average,stdev,total,composition
ct,M3,139.56,0,28|32|35,,3166.6666666666665,351.1884584284246,206669833.3333333,1.5322345867281067e-05
ct,M3,146.25,-2,39|24|30,,310000.0,75498.3443527075,240310000.0,0.0012900004161291664
ct,M3,163.37,-5,30|41|37,,359999999.99999994,55677643.62830022,2460000000.0,0.1463414634146341
ct,M3,170.08,-5,14|10|10,,113333333.33333333,23094010.76758504,1693333333.3333335,0.06692913385826771
ct,M3,170.08,-5,14|10|10,,113333333.33333333,23094010.76758504,1693333333.3333335,0.06692913385826771
ct,M3,187.33,-5,16|18|30,,213333333.33333328,75718777.94400363,2780000000.0,0.07673860911270981
ct,M3,194.14,-5,24|27|18,,230000000.0,45825756.949558415,863333333.3333334,0.2664092664092664
ct,M3,212.3,-5,18|20|11,,163333333.3333333,47258156.262526065,630000000.0,0.25925925925925924
ct,M3,238.6,-5,4|4|5,,43333333.33333333,5773502.691896258,72666666.66666666,0.5963302752293578
ct,M3,262.32,-5,20|21|20,,203333333.3333333,5773502.691896275,343333333.3333333,0.5922330097087378
ct,M3,287.45,-4,10|10|11,,10333333.333333334,577350.2691896257,14633333.333333334,0.7061503416856492
ct,M3,313.32,-4,20|26|21,,22333333.333333332,3214550.253664318,39333333.33333333,0.5677966101694916
ct,M3,336.77,-5,15|13|17,,149999999.99999997,19999999.999999985,149999999.99999997,1.0
ct,M3,355.28,-5,15|18|18,,169999999.99999997,17320508.075688772,169999999.99999997,1.0
ct,M3,380.4,-5,46|47|34,,423333333.3333333,72341781.38070238,423333333.3333333,1.0
ct,M3,452.9,-5,33|33|35,,336666666.6666666,11547005.383792516,336666666.6666666,1.0
ct,M3,475.87,-5,12|10|16,,126666666.66666666,30550504.633038923,126666666.66666666,1.0
ct,M3,501.81,-5,14|27|19,,200000000.0,65574385.24302001,200000000.0,1.0
ct,M3,524.35,-5,21|12|12,,150000000.0,51961524.227066316,150000000.0,1.0
ct,M3,552.21,-5,24|27|28,,263333333.33333334,20816659.994661327,263333333.33333334,1.0
ct,M3,575.26,-5,16|11|9,,119999999.99999999,36055512.75463988,119999999.99999999,1.0
