species,reactor,sample_time,dilution,count,comment,average,stdev,total,composition
ct,M5,452.9,-5,10|16|15,,136666666.66666663,32145502.536643174,146333333.33333328,0.9339407744874716
ct,M5,475.87,-5,23|22|14,,196666666.66666666,49328828.62316248,203333333.3333333,0.9672131147540984
ct,M5,501.81,-5,17|17|10,,146666666.66666663,40414518.843273796,155999999.99999997,0.94017094017094
ct,M5,524.35,-5,18|22|22|23,,212500000.0,22173557.826083466,221833333.33333334,0.9579263711495116
ct,M5,552.21,-5,20|31|18,,229999999.99999997,69999999.99999999,238999999.99999997,0.9623430962343096
ct,M5,575.26,-5,18|15|11|9,,132499999.99999999,40311288.74149273,139500000.0,0.9498207885304658
ct,M5,597.83,-5,16|18|17|18,,172499999.99999997,9574271.07756338,181499999.99999997,0.9504132231404958
ct,M5,619.0,-5,16|13|11|15,,137500000.0,22173557.826083437,143000000.0,0.9615384615384616
