,ct_oa_chemostat_project/_spent_media_B2_time,ct_oa_chemostat_project/_spent_media_B2_measurement,ct_oa_chemostat_project/_spent_media_B3_time,ct_oa_chemostat_project/_spent_media_B3_measurement,ct_oa_chemostat_project/_spent_media_B4_time,ct_oa_chemostat_project/_spent_media_B4_measurement,ct_oa_chemostat_project/_spent_media_B5_time,ct_oa_chemostat_project/_spent_media_B5_measurement,ct_oa_chemostat_project/_spent_media_B6_time,ct_oa_chemostat_project/_spent_media_B6_measurement,ct_oa_chemostat_project/_spent_media_B7_time,ct_oa_chemostat_project/_spent_media_B7_measurement,ct_oa_chemostat_project/_spent_media_B9_time,ct_oa_chemostat_project/_spent_media_B9_measurement,ct_oa_chemostat_project/_spent_media_C2_time,ct_oa_chemostat_project/_spent_media_C2_measurement,ct_oa_chemostat_project/_spent_media_C3_time,ct_oa_chemostat_project/_spent_media_C3_measurement,ct_oa_chemostat_project/_spent_media_C4_time,ct_oa_chemostat_project/_spent_media_C4_measurement,ct_oa_chemostat_project/_spent_media_C5_time,ct_oa_chemostat_project/_spent_media_C5_measurement,ct_oa_chemostat_project/_spent_media_C6_time,ct_oa_chemostat_project/_spent_media_C6_measurement,ct_oa_chemostat_project/_spent_media_C7_time,ct_oa_chemostat_project/_spent_media_C7_measurement,ct_oa_chemostat_project/_spent_media_D2_time,ct_oa_chemostat_project/_spent_media_D2_measurement,ct_oa_chemostat_project/_spent_media_D3_time,ct_oa_chemostat_project/_spent_media_D3_measurement,ct_oa_chemostat_project/_spent_media_D4_time,ct_oa_chemostat_project/_spent_media_D4_measurement,ct_oa_chemostat_project/_spent_media_D5_time,ct_oa_chemostat_project/_spent_media_D5_measurement,ct_oa_chemostat_project/_spent_media_D6_time,ct_oa_chemostat_project/_spent_media_D6_measurement,ct_oa_chemostat_project/_spent_media_D7_time,ct_oa_chemostat_project/_spent_media_D7_measurement,ct_oa_chemostat_project/_spent_media_E2_time,ct_oa_chemostat_project/_spent_media_E2_measurement,ct_oa_chemostat_project/_spent_media_E3_time,ct_oa_chemostat_project/_spent_media_E3_measurement,ct_oa_chemostat_project/_spent_media_E4_time,ct_oa_chemostat_project/_spent_media_E4_measurement,ct_oa_chemostat_project/_spent_media_E5_time,ct_oa_chemostat_project/_spent_media_E5_measurement,ct_oa_chemostat_project/_spent_media_E6_time,ct_oa_chemostat_project/_spent_media_E6_measurement,ct_oa_chemostat_project/_spent_media_E7_time,ct_oa_chemostat_project/_spent_media_E7_measurement,ct_oa_chemostat_project/_spent_media_E9_time,ct_oa_chemostat_project/_spent_media_E9_measurement,ct_oa_chemostat_project/_spent_media_F2_time,ct_oa_chemostat_project/_spent_media_F2_measurement,ct_oa_chemostat_project/_spent_media_F3_time,ct_oa_chemostat_project/_spent_media_F3_measurement,ct_oa_chemostat_project/_spent_media_F4_time,ct_oa_chemostat_project/_spent_media_F4_measurement,ct_oa_chemostat_project/_spent_media_F5_time,ct_oa_chemostat_project/_spent_media_F5_measurement,ct_oa_chemostat_project/_spent_media_F6_time,ct_oa_chemostat_project/_spent_media_F6_measurement,ct_oa_chemostat_project/_spent_media_F7_time,ct_oa_chemostat_project/_spent_media_F7_measurement,ct_oa_chemostat_project/_spent_media_G2_time,ct_oa_chemostat_project/_spent_media_G2_measurement,ct_oa_chemostat_project/_spent_media_G3_time,ct_oa_chemostat_project/_spent_media_G3_measurement,ct_oa_chemostat_project/_spent_media_G4_time,ct_oa_chemostat_project/_spent_media_G4_measurement,ct_oa_chemostat_project/_spent_media_G5_time,ct_oa_chemostat_project/_spent_media_G5_measurement,ct_oa_chemostat_project/_spent_media_G6_time,ct_oa_chemostat_project/_spent_media_G6_measurement,ct_oa_chemostat_project/_spent_media_G7_time,ct_oa_chemostat_project/_spent_media_G7_measurement
0,0.1527777777777777,0.0139999999999999,0.1527777777777777,0.017,0.1527777777777777,0.018,0.1527777777777777,0.0209999999999999,0.1527777777777777,0.0199999999999999,0.1527777777777777,0.015,0.1527777777777777,0.0199999999999999,0.1527777777777777,0.02,0.1527777777777777,0.017,0.1527777777777777,0.0219999999999999,0.1527777777777777,0.0139999999999999,0.1527777777777777,0.021,0.1527777777777777,0.018,0.1527777777777777,0.019,0.1527777777777777,0.015,0.1527777777777777,0.017,0.1527777777777777,0.018,0.1527777777777777,0.0379999999999999,0.1527777777777777,0.018,0.1527777777777777,0.045,0.1527777777777777,0.044,0.1527777777777777,0.035,0.1527777777777777,0.0269999999999999,0.1527777777777777,0.017,0.1527777777777777,0.016,0.1527777777777777,0.0229999999999999,0.1527777777777777,0.0679999999999999,0.1527777777777777,0.059,0.1527777777777777,0.054,0.1527777777777777,0.051,0.1527777777777777,0.046,0.1527777777777777,0.047,0.1527777777777777,0.088,0.1527777777777777,0.084,0.1527777777777777,0.073,0.1527777777777777,0.0689999999999999,0.1527777777777777,0.0609999999999999,0.1527777777777777,0.0599999999999999
1,0.3194444444444445,0.015,0.3194444444444445,0.017,0.3194444444444445,0.018,0.3194444444444445,0.0209999999999999,0.3194444444444445,0.0239999999999999,0.3194444444444445,0.018,0.3194444444444445,0.0209999999999999,0.3194444444444445,0.02,0.3194444444444445,0.018,0.3194444444444445,0.0219999999999999,0.3194444444444445,0.017,0.3194444444444445,0.021,0.3194444444444445,0.02,0.3194444444444445,0.019,0.3194444444444445,0.016,0.3194444444444445,0.018,0.3194444444444445,0.02,0.3194444444444445,0.044,0.3194444444444445,0.019,0.3194444444444445,0.018,0.3194444444444445,0.017,0.3194444444444445,0.016,0.3194444444444445,0.019,0.3194444444444445,0.018,0.3194444444444445,0.015,0.3194444444444445,0.0269999999999999,0.3194444444444445,0.018,0.3194444444444445,0.018,0.3194444444444445,0.018,0.3194444444444445,0.017,0.3194444444444445,0.018,0.3194444444444445,0.019,0.3194444444444445,0.019,0.3194444444444445,0.0229999999999999,0.3194444444444445,0.019,0.3194444444444445,0.0209999999999999,0.3194444444444445,0.017,0.3194444444444445,0.019
2,0.4861111111111111,0.019,0.4861111111111111,0.017,0.4861111111111111,0.0199999999999999,0.4861111111111111,0.0219999999999999,0.4861111111111111,0.0209999999999999,0.4861111111111111,0.017,0.4861111111111111,0.0199999999999999,0.4861111111111111,0.0219999999999999,0.4861111111111111,0.02,0.4861111111111111,0.0229999999999999,0.4861111111111111,0.019,0.4861111111111111,0.0219999999999999,0.4861111111111111,0.019,0.4861111111111111,0.0229999999999999,0.4861111111111111,0.02,0.4861111111111111,0.02,0.4861111111111111,0.0219999999999999,0.4861111111111111,0.048,0.4861111111111111,0.021,0.4861111111111111,0.017,0.4861111111111111,0.017,0.4861111111111111,0.0139999999999999,0.4861111111111111,0.018,0.4861111111111111,0.018,0.4861111111111111,0.016,0.4861111111111111,0.031,0.4861111111111111,0.019,0.4861111111111111,0.019,0.4861111111111111,0.018,0.4861111111111111,0.018,0.4861111111111111,0.018,0.4861111111111111,0.019,0.4861111111111111,0.02,0.4861111111111111,0.0259999999999999,0.4861111111111111,0.021,0.4861111111111111,0.0229999999999999,0.4861111111111111,0.019,0.4861111111111111,0.02
3,0.6527777777777778,0.02,0.6527777777777778,0.019,0.6527777777777778,0.019,0.6527777777777778,0.0229999999999999,0.6527777777777778,0.0229999999999999,0.6527777777777778,0.02,0.6527777777777778,0.0219999999999999,0.6527777777777778,0.021,0.6527777777777778,0.02,0.6527777777777778,0.0219999999999999,0.6527777777777778,0.02,0.6527777777777778,0.0219999999999999,0.6527777777777778,0.021,0.6527777777777778,0.0219999999999999,0.6527777777777778,0.019,0.6527777777777778,0.021,0.6527777777777778,0.021,0.6527777777777778,0.052,0.6527777777777778,0.0229999999999999,0.6527777777777778,0.018,0.6527777777777778,0.019,0.6527777777777778,0.017,0.6527777777777778,0.02,0.6527777777777778,0.019,0.6527777777777778,0.017,0.6527777777777778,0.036,0.6527777777777778,0.019,0.6527777777777778,0.02,0.6527777777777778,0.019,0.6527777777777778,0.018,0.6527777777777778,0.018,0.6527777777777778,0.018,0.6527777777777778,0.02,0.6527777777777778,0.0259999999999999,0.6527777777777778,0.021,0.6527777777777778,0.0219999999999999,0.6527777777777778,0.018,0.6527777777777778,0.02
4,0.8194444444444444,0.019,0.8194444444444444,0.018,0.8194444444444444,0.019,0.8194444444444444,0.0219999999999999,0.8194444444444444,0.0219999999999999,0.8194444444444444,0.019,0.8194444444444444,0.0209999999999999,0.8194444444444444,0.021,0.8194444444444444,0.021,0.8194444444444444,0.0219999999999999,0.8194444444444444,0.021,0.8194444444444444,0.0219999999999999,0.8194444444444444,0.021,0.8194444444444444,0.0209999999999999,0.8194444444444444,0.018,0.8194444444444444,0.019,0.8194444444444444,0.0209999999999999,0.8194444444444444,0.054,0.8194444444444444,0.02,0.8194444444444444,0.017,0.8194444444444444,0.018,0.8194444444444444,0.016,0.8194444444444444,0.0199999999999999,0.8194444444444444,0.018,0.8194444444444444,0.017,0.8194444444444444,0.0389999999999999,0.8194444444444444,0.02,0.8194444444444444,0.019,0.8194444444444444,0.019,0.8194444444444444,0.019,0.8194444444444444,0.02,0.8194444444444444,0.02,0.8194444444444444,0.019,0.8194444444444444,0.0249999999999999,0.8194444444444444,0.02,0.8194444444444444,0.0209999999999999,0.8194444444444444,0.018,0.8194444444444444,0.019
5,0.986111111111111,0.02,0.986111111111111,0.019,0.986111111111111,0.02,0.986111111111111,0.0229999999999999,0.986111111111111,0.0219999999999999,0.986111111111111,0.02,0.986111111111111,0.0229999999999999,0.986111111111111,0.021,0.986111111111111,0.02,0.986111111111111,0.021,0.986111111111111,0.02,0.986111111111111,0.021,0.986111111111111,0.02,0.986111111111111,0.02,0.986111111111111,0.018,0.986111111111111,0.019,0.986111111111111,0.0209999999999999,0.986111111111111,0.055,0.986111111111111,0.0209999999999999,0.986111111111111,0.019,0.986111111111111,0.019,0.986111111111111,0.018,0.986111111111111,0.0209999999999999,0.986111111111111,0.019,0.986111111111111,0.018,0.986111111111111,0.0419999999999999,0.986111111111111,0.02,0.986111111111111,0.02,0.986111111111111,0.019,0.986111111111111,0.019,0.986111111111111,0.019,0.986111111111111,0.019,0.986111111111111,0.019,0.986111111111111,0.0249999999999999,0.986111111111111,0.02,0.986111111111111,0.0209999999999999,0.986111111111111,0.017,0.986111111111111,0.019
6,1.152777777777778,0.0209999999999999,1.152777777777778,0.02,1.152777777777778,0.02,1.152777777777778,0.0229999999999999,1.152777777777778,0.0229999999999999,1.152777777777778,0.02,1.152777777777778,0.0229999999999999,1.152777777777778,0.021,1.152777777777778,0.02,1.152777777777778,0.0219999999999999,1.152777777777778,0.021,1.152777777777778,0.0219999999999999,1.152777777777778,0.02,1.152777777777778,0.0209999999999999,1.152777777777778,0.019,1.152777777777778,0.02,1.152777777777778,0.0209999999999999,1.152777777777778,0.059,1.152777777777778,0.0209999999999999,1.152777777777778,0.018,1.152777777777778,0.019,1.152777777777778,0.018,1.152777777777778,0.02,1.152777777777778,0.019,1.152777777777778,0.018,1.152777777777778,0.046,1.152777777777778,0.02,1.152777777777778,0.02,1.152777777777778,0.019,1.152777777777778,0.019,1.152777777777778,0.019,1.152777777777778,0.019,1.152777777777778,0.019,1.152777777777778,0.0249999999999999,1.152777777777778,0.02,1.152777777777778,0.0209999999999999,1.152777777777778,0.018,1.152777777777778,0.02
7,1.3194444444444444,0.018,1.3194444444444444,0.018,1.3194444444444444,0.019,1.3194444444444444,0.0209999999999999,1.3194444444444444,0.0209999999999999,1.3194444444444444,0.018,1.3194444444444444,0.0239999999999999,1.3194444444444444,0.021,1.3194444444444444,0.021,1.3194444444444444,0.0219999999999999,1.3194444444444444,0.02,1.3194444444444444,0.0219999999999999,1.3194444444444444,0.02,1.3194444444444444,0.0219999999999999,1.3194444444444444,0.019,1.3194444444444444,0.019,1.3194444444444444,0.0209999999999999,1.3194444444444444,0.0599999999999999,1.3194444444444444,0.0209999999999999,1.3194444444444444,0.017,1.3194444444444444,0.017,1.3194444444444444,0.017,1.3194444444444444,0.0199999999999999,1.3194444444444444,0.017,1.3194444444444444,0.017,1.3194444444444444,0.052,1.3194444444444444,0.02,1.3194444444444444,0.02,1.3194444444444444,0.019,1.3194444444444444,0.018,1.3194444444444444,0.019,1.3194444444444444,0.019,1.3194444444444444,0.019,1.3194444444444444,0.0249999999999999,1.3194444444444444,0.0209999999999999,1.3194444444444444,0.0209999999999999,1.3194444444444444,0.018,1.3194444444444444,0.019
8,1.4861111111111112,0.02,1.4861111111111112,0.02,1.4861111111111112,0.0209999999999999,1.4861111111111112,0.0229999999999999,1.4861111111111112,0.0219999999999999,1.4861111111111112,0.02,1.4861111111111112,0.0249999999999999,1.4861111111111112,0.021,1.4861111111111112,0.0219999999999999,1.4861111111111112,0.0219999999999999,1.4861111111111112,0.021,1.4861111111111112,0.0219999999999999,1.4861111111111112,0.0219999999999999,1.4861111111111112,0.02,1.4861111111111112,0.019,1.4861111111111112,0.019,1.4861111111111112,0.0209999999999999,1.4861111111111112,0.0609999999999999,1.4861111111111112,0.019,1.4861111111111112,0.018,1.4861111111111112,0.018,1.4861111111111112,0.018,1.4861111111111112,0.0209999999999999,1.4861111111111112,0.017,1.4861111111111112,0.018,1.4861111111111112,0.055,1.4861111111111112,0.02,1.4861111111111112,0.02,1.4861111111111112,0.019,1.4861111111111112,0.019,1.4861111111111112,0.019,1.4861111111111112,0.019,1.4861111111111112,0.02,1.4861111111111112,0.0249999999999999,1.4861111111111112,0.02,1.4861111111111112,0.0209999999999999,1.4861111111111112,0.018,1.4861111111111112,0.018
9,1.652777777777778,0.0209999999999999,1.652777777777778,0.0209999999999999,1.652777777777778,0.0209999999999999,1.652777777777778,0.0229999999999999,1.652777777777778,0.0219999999999999,1.652777777777778,0.0209999999999999,1.652777777777778,0.0269999999999999,1.652777777777778,0.0219999999999999,1.652777777777778,0.0219999999999999,1.652777777777778,0.0229999999999999,1.652777777777778,0.0219999999999999,1.652777777777778,0.0219999999999999,1.652777777777778,0.0229999999999999,1.652777777777778,0.0209999999999999,1.652777777777778,0.019,1.652777777777778,0.019,1.652777777777778,0.0219999999999999,1.652777777777778,0.0619999999999999,1.652777777777778,0.02,1.652777777777778,0.018,1.652777777777778,0.019,1.652777777777778,0.018,1.652777777777778,0.0209999999999999,1.652777777777778,0.019,1.652777777777778,0.018,1.652777777777778,0.058,1.652777777777778,0.019,1.652777777777778,0.02,1.652777777777778,0.019,1.652777777777778,0.018,1.652777777777778,0.017,1.652777777777778,0.018,1.652777777777778,0.02,1.652777777777778,0.0239999999999999,1.652777777777778,0.02,1.652777777777778,0.02,1.652777777777778,0.017,1.652777777777778,0.019
