species,reactor,sample_time,dilution,count,comment,average,stdev,total,composition
oa,M5,238.6,-5,41|37|45,,409999999.99999994,40000000.00000003,487333333.33333325,0.8413132694938441
oa,M5,262.32,-6,4|4|5,,433333333.3333333,57735026.918962575,553333333.3333333,0.783132530120482
oa,M5,287.45,-5,19|13|26,,193333333.3333333,65064070.98647712,313333333.3333333,0.6170212765957447
oa,M5,313.32,-4,82|74|83,,79666666.66666667,4932882.862316247,204666666.6666667,0.38925081433224756
oa,M5,336.77,-4,25|21|23,,23000000.0,2000000.0,135500000.0,0.16974169741697417
oa,M5,355.28,-4,14|11|12|14,,12750000.0,1500000.0,180250000.0,0.07073509015256588
oa,M5,380.4,-4,6|17|15,,12666666.666666666,5859465.277082315,242666666.66666663,0.05219780219780221
