species,reactor,sample_time,dilution,count,comment,average,stdev,total,composition
oa,M4,452.9,-4,4|4|5,,4333333.333333333,577350.2691896257,64333333.333333336,0.06735751295336787
oa,M4,475.87,-4,6|6|5|4,,5250000.0,957427.1077563381,31250000.0,0.168
oa,M4,501.81,-4,16|23|18,,19000000.0,3605551.2754639895,115666666.66666666,0.16426512968299714
oa,M4,524.35,-4,21|22|19,,20666666.666666668,1527525.2316519467,153166666.66666666,0.1349292709466812
oa,M4,552.21,-4,18|18|25|14,,18750000.0,4573474.244670748,158750000.0,0.11811023622047244
oa,M4,575.26,-4,16|16|17|13,,15500000.0,1732050.8075688772,105500000.0,0.14691943127962084
oa,M4,597.83,-4,35|25|33|22,,28750000.0,6238322.424070966,198749999.99999997,0.1446540880503145
oa,M4,619.0,-4,16|21|15|13,,16250000.0,3403429.642777023,116249999.99999999,0.13978494623655915
