exp_time,od_measured,FP1_base,FP1_emit1,FP1_emit2,FP2_base,FP2_emit1,FP2_emit2,FP3_base,FP3_emit1,FP3_emit2,reactor,raw_FP1_emit1,raw_FP1_emit2,raw_FP2_emit1,raw_FP2_emit2,raw_FP3_emit1,raw_FP3_emit2
63.88275277777778,0.254933662206957,21275.611250000067,0.08472544625191326,0.0,27841.1,0.13726866998495005,0.04895855867635553,0.0,17503.5,0.0,M0,1802.6159045529384,0.0,3821.5999999999995,1362.899999999999,0.0,0.0
64.04957499999999,0.24561461105639965,20809.952500000065,0.08333865959553764,0.0,26586.3,0.13775247477371233,0.048809275356996404,0.0,16631.7,0.0,M0,1734.24430392231,0.0,3662.2999999999993,1297.3999999999992,0.0,0.0
64.2164111111111,0.23676855183512752,20357.893750000065,0.08237303024389422,0.0,25867.8,0.13801267860798314,0.04846060819816567,0.0,15754.6,0.0,M0,1676.9497125431972,0.0,3569.9999999999986,1253.299999999999,0.0,0.0
64.383325,0.22889385118418595,20111.659375000065,0.08146635707066315,0.0,25310.1,0.13835008069942453,0.04793501407838151,0.0,15526.9,0.0,M0,1638.4041497184076,0.0,3501.5999999999995,1213.0999999999988,0.0,0.0
64.55021388888889,0.21896360491929348,19499.91562500006,0.08084471544933292,0.0,24322.8,0.13854859440670836,0.0477209302822631,0.0,14748.4,0.0,M0,1576.4698289619264,0.0,3369.9999999999986,1160.6999999999987,0.0,0.0
64.7171,0.21102867355639954,18620.605625000062,0.0806530451241873,0.0,23526.7,0.13905709401202576,0.04742675730482081,0.0,14213.8,0.0,M0,1501.7426889626934,0.0,3271.499999999999,1115.5999999999988,0.0,0.0
64.88398333333333,0.20190434821771772,18089.504375000055,0.0800776884103992,0.0,22855.6,0.13890261008756297,0.047003292436884274,0.0,13812.7,0.0,M0,1448.529731773476,0.0,3174.5999999999995,1074.1999999999991,0.0,0.0
65.05081388888888,0.19167205845263313,17611.231875000056,0.07944075157328104,0.0,22589.3,0.13962877799734624,0.04666650503013349,0.0,13366.1,0.0,M0,1399.0232662816563,0.0,3154.0999999999995,1053.799999999999,0.0,0.0
65.21765277777777,0.184421325843102,17156.515000000054,0.07861827813391438,0.0,21512.5,0.13960685933454864,0.046396192003902055,0.0,12915.6,0.0,M0,1348.7563233222204,0.0,3003.2999999999993,997.9999999999997,0.0,0.0
65.38452777777778,0.17912189601748701,16868.463750000054,0.0776630444778294,0.0,21091.7,0.13996510818005845,0.04607864124369645,0.0,12469.9,0.0,M0,1310.0385646838029,0.0,2951.999999999999,971.7999999999995,0.0,0.0
65.551375,0.16844400851508506,16365.286875000049,0.07731055725341732,0.0,20507.9,0.1404029516268046,0.04589433269479924,0.0,12266.3,0.0,M0,1265.205087360825,0.0,2879.399999999999,941.1999999999991,0.0,0.0
65.71823333333333,0.16161070360540014,15880.17875000005,0.07708661814687898,0.0,19974.3,0.14029084182824011,0.04539007150905264,0.0,12034.2,0.0,M0,1224.1439332714087,0.0,2802.0999999999995,906.4999999999991,0.0,0.0
65.885075,0.15222169515036552,15363.49687500005,0.07668874797463353,0.0,18982.4,0.14086592955964325,0.04549573068479153,0.0,11367.0,0.0,M0,1178.2279384987269,0.0,2673.999999999999,863.5999999999992,0.0,0.0
66.05194722222222,0.1420325732009035,15027.134375000047,0.07627089525481642,0.0,18529.1,0.14086027929777348,0.04518095022730642,0.0,10871.0,0.0,M0,1146.0947669776283,0.0,2609.999999999999,837.0999999999991,0.0,0.0
66.21876944444445,0.1377020660189281,14441.426875000045,0.07637557359172818,0.0,18136.0,0.14138022332692224,0.045018907746053716,0.0,10583.7,0.0,M0,1102.964355091072,0.0,2563.999999999999,816.3999999999994,0.0,0.0
66.38563055555555,0.12902184377402032,14270.523750000046,0.07557036572286392,0.0,18185.3,0.14112212418808892,0.04441818931792793,0.0,10461.4,0.0,M0,1078.4202096651431,0.0,2566.2999999999993,807.6999999999991,0.0,0.0
66.55245555555555,0.12998717242746,13996.410625000044,0.07552430697772003,0.0,17481.4,0.14178694683360532,0.044540455096640015,0.0,10172.9,0.0,M0,1057.0563434419962,0.0,2478.5999999999995,778.5999999999992,0.0,0.0
66.71930277777777,0.1220482477421218,13723.593125000043,0.07399720677170138,0.0,16977.2,0.14182811042815588,0.043211024061344354,0.0,10042.4,0.0,M0,1015.545326121556,0.0,2407.8999999999996,733.6999999999991,0.0,0.0
66.88613611111111,0.11652329788383967,13535.645625000043,0.07337503730843833,0.0,16824.4,0.14170835212239258,0.042445693948363714,0.0,9576.2,0.0,M0,993.1671440277021,0.0,2384.0999999999995,714.0999999999992,0.0,0.0
67.052975,0.109717820726845,13440.263750000046,0.0736977088055979,0.0,16611.3,0.14228322091231907,0.043796659289870345,0.0,9450.6,0.0,M0,990.4918423397754,0.0,2363.499999999999,727.4999999999993,0.0,0.0
67.21980555555555,0.1065733702440433,13055.403750000041,0.07374452151594929,0.0,16151.6,0.1424872549578818,0.043676125475090304,0.0,9315.5,0.0,M0,962.7601672665414,0.0,2301.399999999999,705.3999999999993,0.0,0.0
67.38663055555556,0.10144512844686804,12966.74937500004,0.07319912890698793,0.0,15990.4,0.14233541542020314,0.04312721541861147,0.0,9070.8,0.0,M0,949.1277684712911,0.0,2275.9999999999995,689.5999999999995,0.0,0.0
67.55346666666667,0.1032880638691394,12794.313750000041,0.07279572050548283,0.0,15750.9,0.14250591912016042,0.042991731913410575,0.0,9003.9,0.0,M0,931.3654269236702,0.0,2244.5999999999995,677.0999999999992,0.0,0.0
67.72029444444443,0.10058027178612632,12664.451875000039,0.07233931029475986,0.0,15557.8,0.1426323665908657,0.04280364022642187,0.0,8903.4,0.0,M0,916.1194655505755,0.0,2218.999999999999,665.8999999999992,0.0,0.0
67.88713888888888,0.10177033185076294,12504.153750000041,0.07209982279318142,0.0,15587.1,0.14262535700943746,0.04252045915687223,0.0,8763.9,0.0,M0,901.5433179026306,0.0,2223.1,662.6999999999996,0.0,0.0
68.053975,0.09688888089154199,12460.73500000004,0.0715678581135413,0.0,15293.4,0.14269687399428035,0.042313673404584015,0.0,8651.7,0.0,M0,891.7719954256409,0.0,2182.3,647.0999999999992,0.0,0.0
63.89839444444444,0.2683112245388171,26201.168125000084,0.09275142641351794,0.0,31383.5,0.11278318227496036,0.04307007160749364,0.0,19675.0,0.0,M2,2430.1875126404443,0.0,3539.4999999999986,1351.5999999999985,0.0,0.0
64.06525,0.2551765937259808,25291.511250000083,0.09206348988447258,0.0,30479.9,0.11297232818975551,0.04283272727313537,0.0,18736.0,0.0,M2,2328.3686645934017,0.0,3443.1999999999994,1305.2999999999981,0.0,0.0
64.23208055555556,0.24356196405409367,24518.329375000078,0.09162770940535189,0.0,29452.6,0.11331073730908212,0.04263784140617559,0.0,17930.9,0.0,M2,2246.4434355917665,0.0,3337.199999999998,1255.699999999999,0.0,0.0
64.39890833333334,0.22907000294244875,23938.050625000076,0.0912035977658141,0.0,28573.1,0.11360284323663106,0.04236735379697928,0.0,17086.0,0.0,M2,2183.1946918793988,0.0,3245.8999999999987,1210.4999999999986,0.0,0.0
64.56573611111111,0.21542038756245258,22851.06937500008,0.09156507971244995,0.0,27527.0,0.11398910178718773,0.04235143855633947,0.0,16488.1,0.0,M2,2092.182165905213,0.0,3137.7999999999993,1165.599999999999,0.0,0.0
64.73257777777778,0.20390095869763702,21862.758750000074,0.09160241258797014,0.0,26267.6,0.11426233957479189,0.04232707253686489,0.0,15906.4,0.0,M2,2002.670638703382,0.0,3001.399999999999,1111.799999999999,0.0,0.0
64.89939444444445,0.1907238275245009,21276.37500000007,0.09098971914565064,0.0,25432.3,0.11438490870011882,0.04212916938691269,0.0,15118.8,0.0,M2,1935.9316019676746,0.0,2908.999999999999,1071.2999999999986,0.0,0.0
65.06621944444446,0.1769329512154117,20575.134375000067,0.0906595206259252,0.0,24581.3,0.11456582887591923,0.041910635845614455,0.0,14915.2,0.0,M2,1865.3482359965747,0.0,2816.1999999999994,1030.099999999999,0.0,0.0
65.23305,0.16417849040401658,19834.69812500006,0.09044896230073123,0.0,23754.0,0.11497752212152053,0.04181849202871067,0.0,14315.7,0.0,M2,1794.020636093213,0.0,2731.1999999999994,993.2999999999987,0.0,0.0
65.39988611111112,0.15180420529880906,19273.02437500006,0.09023315579548974,0.0,23144.6,0.11504892152680106,0.04155348820073701,0.0,13728.1,0.0,M2,1739.0672006883185,0.0,2662.7999999999993,961.6999999999992,0.0,0.0
65.56672777777777,0.14101884037519258,18745.631875000057,0.08970257431256409,0.0,22161.0,0.11530940731235942,0.041541587191944826,0.0,13163.2,0.0,M2,1681.536508631636,0.0,2555.3999999999987,920.5999999999989,0.0,0.0
